Condition	GeneID	Gene_Chr	Gene_Start	Gene_End	N_Traits	N_Traits_indiv	N_Traits_sumrat	N_sig_SNPs	Best_P	Max_r2	Traits
CTL	SORBI_3008G094500	8	44774969	44776912	8	8	0	127	2.2071e-11	0.861887	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095100	8	44935043	44936440	8	8	0	119	2.2071e-11	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G099133	7	21674429	21675217	8	8	0	8	3.699201e-11	0.96682	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G147500	2	36789025	36791210	8	8	0	8	4.740905e-11	0.932508	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3004G137900	4	38384364	38388845	8	8	0	8	5.337257e-11	0.979457	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3009G095480	9	26730787	26734119	8	8	0	8	6.895748e-11	0.725619	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3009G095560	9	26980037	26981918	8	8	0	8	6.895748e-11	0.954487	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G222000	1	21118511	21125599	8	8	0	32	7.079967e-11	0.510455	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G222200	1	21126170	21130459	8	8	0	9	7.079967e-11	0.428893	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G222400	1	21198140	21211324	8	8	0	10	7.079967e-11	0.428893	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G222600	1	21233680	21236680	8	8	0	10	7.079967e-11	0.428893	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G222700	1	21300007	21306449	8	8	0	10	7.079967e-11	0.49241	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3006G277550	6	60839229	60840639	8	8	0	16	1.240061e-10	0.920343	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G277700	6	60850342	60851907	8	8	0	16	1.240061e-10	0.696235	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G277900	6	60879592	60881692	8	8	0	16	1.240061e-10	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G278100	6	60889440	60892236	8	8	0	16	1.240061e-10	0.741226	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G278300	6	60899241	60902517	8	8	0	16	1.240061e-10	0.579194	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G278400	6	60906805	60909464	8	8	0	16	1.240061e-10	0.778493	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G278500	6	60909086	60914793	8	8	0	16	1.240061e-10	0.685598	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G278600	6	60914403	60915440	8	8	0	16	1.240061e-10	0.685598	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G279100	6	60941477	60947877	8	8	0	16	1.240061e-10	0.823802	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G279400	6	60968193	60970485	8	8	0	16	1.240061e-10	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G280250	6	61039288	61043093	8	8	0	16	1.240061e-10	0.687556	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G046700	6	32355055	32361010	8	8	0	8	1.619755e-10	0.511298	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G046900	6	32372970	32374330	8	8	0	8	1.619755e-10	0.428132	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G047100	6	32526787	32529908	8	8	0	10	1.619755e-10	0.624271	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G047200	6	32754421	32756223	8	8	0	10	1.619755e-10	0.924031	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G047300	6	32775840	32781666	8	8	0	10	1.619755e-10	0.906756	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G047400	6	32813279	32815507	8	8	0	10	1.619755e-10	0.442861	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G279000	6	60936448	60937808	8	8	0	11	2.544716e-10	0.702659	gibberellic acid | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G080300	6	44885645	44898698	8	8	0	8	5.686564e-10	1	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G096000	8	45231621	45237932	7	7	0	7	1.890035e-11	0.890301	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G103350	7	29073128	29074987	7	7	0	16	5.068772e-11	0.532832	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G208800	6	55865933	55869663	7	7	0	7	5.298874e-11	0.428801	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209000	6	55890212	55893825	7	7	0	7	5.298874e-11	0.412031	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209200	6	55898001	55903215	7	7	0	7	5.298874e-11	0.749439	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209300	6	55912179	55914213	7	7	0	7	5.298874e-11	0.834249	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209400	6	55915501	55919526	7	7	0	7	5.298874e-11	0.872906	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209500	6	55925605	55929570	7	7	0	7	5.298874e-11	0.940849	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209600	6	55930178	55932675	7	7	0	7	5.298874e-11	0.931298	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209700	6	55933544	55936125	7	7	0	7	5.298874e-11	0.909999	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G209850	6	55939037	55963538	7	7	0	7	5.298874e-11	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210000	6	55969489	55974793	7	7	0	7	5.298874e-11	0.940849	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210200	6	55983930	55991670	7	7	0	7	5.298874e-11	0.869608	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210233	6	55993849	55995344	7	7	0	7	5.298874e-11	0.434405	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210400	6	56000156	56004309	7	7	0	7	5.298874e-11	0.508484	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210500	6	56006557	56008051	7	7	0	7	5.298874e-11	0.46226	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210600	6	56007464	56012354	7	7	0	7	5.298874e-11	0.46226	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G210700	6	56012981	56017943	7	7	0	7	5.298874e-11	0.457874	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G103000	7	28360036	28363426	7	7	0	7	5.972523e-11	0.622464	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G103100	7	28555158	28588738	7	7	0	7	5.972523e-11	0.625364	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G103300	7	28646172	28647727	7	7	0	7	5.972523e-11	0.573738	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G276300	6	60722232	60723789	7	7	0	10	2.544716e-10	0.725812	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G277100	6	60797371	60800752	7	7	0	10	2.544716e-10	0.518128	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G032400	6	7160601	7177120	7	7	0	7	3.08086e-10	0.694277	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G032500	6	7194830	7198368	7	7	0	7	3.08086e-10	0.687153	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G032600	6	7199352	7203769	7	7	0	7	3.08086e-10	0.924	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G032700	6	7357701	7362253	7	7	0	7	3.08086e-10	0.960064	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G032800	6	7365479	7369506	7	7	0	7	3.08086e-10	0.960064	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G032900	6	7483839	7493581	7	7	0	7	3.08086e-10	0.660606	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G033001	6	7505109	7508651	7	7	0	7	3.08086e-10	0.675205	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G267000	1	50855002	50863150	7	5	2	7	6.203238e-10	0.955602	Sum_AEG_over_PS_log10ratio | Sum_GalCer_over_PS_log10ratio | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2)
CTL	SORBI_3001G222500	1	21212638	21229578	7	7	0	9	7.762893e-10	0.411091	TG(16:0_16:0_20:1) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G259200	1	31017423	31019687	7	4	3	9	1.381723e-09	0.777701	Sum_DGDG_over_PS_log10ratio | Sum_GalCer_over_PS_log10ratio | Sum_MGDG_over_PS_log10ratio | TG(16:0_16:0_20:1) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G259250	1	31022513	31023498	7	4	3	9	1.381723e-09	0.763494	Sum_DGDG_over_PS_log10ratio | Sum_GalCer_over_PS_log10ratio | Sum_MGDG_over_PS_log10ratio | TG(16:0_16:0_20:1) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G080900	8	14257172	14258700	7	7	0	7	1.60933e-09	0.758182	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G081000	8	14279675	14282606	7	7	0	7	1.60933e-09	0.851294	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G081100	8	14283473	14285531	7	7	0	7	1.60933e-09	0.851294	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G081150	8	14306896	14311314	7	7	0	7	1.60933e-09	0.870266	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G081200	8	14313689	14316455	7	7	0	7	1.60933e-09	0.851294	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G081400	8	14480361	14484229	7	7	0	7	1.60933e-09	0.827777	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G110333	7	39908106	39908998	6	6	0	6	7.677409e-11	0.949833	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3010G142650	10	37148319	37152822	6	6	0	6	3.203925e-10	0.874642	Oxo fatty acid (18:3) | TG(16:0_16:0_20:1) | TG(16:0_18:1_18:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | trans-EKODE-(E)-Ib
CTL	SORBI_3001G266100	1	50535046	50536465	6	6	0	6	6.203238e-10	0.704575	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2)
CTL	SORBI_3001G266200	1	50597602	50598954	6	6	0	6	6.203238e-10	0.814181	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2)
CTL	SORBI_3008G094400	8	44672607	44674991	6	6	0	21	7.128154e-10	0.975922	TG(16:0_16:0_20:1) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1)
CTL	SORBI_3007G090400	7	12943050	12946898	6	6	0	6	1.051901e-09	0.538688	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G220066	1	20710980	20712223	6	6	0	11	1.102206e-09	0.455934	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G220300	1	20730739	20740993	6	6	0	11	1.102206e-09	0.463272	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G220900	1	20774311	20777421	6	6	0	11	1.102206e-09	0.455934	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G221300	1	20843443	20854765	6	6	0	11	1.102206e-09	0.742031	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G221350	1	20871893	20874648	6	6	0	11	1.102206e-09	0.730184	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G221400	1	20929906	20947823	6	6	0	11	1.102206e-09	0.72498	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G221500	1	20948407	20954620	6	6	0	11	1.102206e-09	0.716362	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G221601	1	20960616	20964331	6	6	0	11	1.102206e-09	0.524475	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G221700	1	20964406	20977261	6	6	0	11	1.102206e-09	0.687425	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:1) | TG(18:0_18:2_18:2)
