GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3009G140150	MLO-like protein	MLO-LIKE PROTEIN (PTHR31942:SF90)			defense response(GO:0006952)	membrane(GO:0016020)
SORBI_3009G166801	Uncharacterized protein					
SORBI_3001G385800	NAC16	NAC TRANSCRIPTION FACTOR 47 (PTHR31719:SF201)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355);post-embryonic development(GO:0009791);reproductive structure development(GO:0048608)	nucleus(GO:0005634)
SORBI_3004G092400	Protein CLP1 homolog	POLYRIBONUCLEOTIDE 5'-HYDROXYL-KINASE CLP1 (PTHR12755:SF6)	mRNA polyadenylation factor(PC00146)	ATP binding(GO:0005524);polynucleotide 5'-hydroxyl-kinase activity(GO:0051731)	tRNA splicing, via endonucleolytic cleavage and ligation(GO:0006388);RNA processing(GO:0006396);mRNA 3'-end processing(GO:0031124)	nucleus(GO:0005634);mRNA cleavage factor complex(GO:0005849)
SORBI_3009G027300	SANT domain-containing protein	DUPLICATED HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN (PTHR47340:SF1)	homeodomain transcription factor(PC00119)			nucleus(GO:0005634)
SORBI_3007G223250	Uncharacterized protein					
SORBI_3010G166000	Cleavage stimulation factor subunit 2 hinge domain-containing protein	HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY PROTEIN (PTHR47866:SF2)			mRNA 3'-end processing(GO:0031124)	
SORBI_3002G095000	Knottin scorpion toxin-like domain-containing protein					
SORBI_3003G369200	DNA polymerase	DNA POLYMERASE ALPHA CATALYTIC SUBUNIT (PTHR45861:SF1)	DNA metabolism protein(PC00009)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);DNA binding(GO:0003677);chromatin binding(GO:0003682);DNA replication origin binding(GO:0003688);single-stranded DNA binding(GO:0003697);DNA-directed DNA polymerase activity(GO:0003887);DNA-directed RNA polymerase activity(GO:0003899);DNA polymerase activity(GO:0034061)	DNA synthesis involved in DNA repair(GO:0000731);DNA replication(GO:0006260);DNA replication initiation(GO:0006270);leading strand elongation(GO:0006272);lagging strand elongation(GO:0006273);mitotic DNA replication initiation(GO:1902975)	nucleus(GO:0005634);alpha DNA polymerase:primase complex(GO:0005658)
SORBI_3003G265701	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27006:SF632)		protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)		plasma membrane(GO:0005886)
SORBI_3009G020800	Uncharacterized protein					
SORBI_3009G055550	Uncharacterized protein					
SORBI_3002G319900	AAA+ ATPase domain-containing protein	OS07G0517600 PROTEIN (PTHR23070:SF219)		ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)	response to stress(GO:0006950)	
SORBI_3002G379932	Maturase MatK N-terminal domain-containing protein					
SORBI_3008G034200	AT-hook motif nuclear-localized protein	AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN (PTHR31500:SF56)		minor groove of adenine-thymine-rich DNA binding(GO:0003680)		nucleus(GO:0005634)
SORBI_3001G532600	pyridoxal 5'-phosphate synthase	PYRIDOXINE_PYRIDOXAMINE 5'-PHOSPHATE OXIDASE 2 (PTHR10851:SF3)	oxidase(PC00175)	pyridoxamine phosphate oxidase activity(GO:0004733);FMN binding(GO:0010181)	pyridoxine biosynthetic process(GO:0008615);vitamin B6 metabolic process(GO:0042816);pyridoxal 5'-phosphate biosynthetic process(GO:0042823)	
SORBI_3002G402100	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	BIFUNCTIONAL INHIBITOR_PLANT LIPID TRANSFER PROTEIN_SEED STORAGE HELICAL DOMAIN-CONTAINING PROTEIN (PTHR33044:SF211)				
SORBI_3007G094000	Uncharacterized protein					
SORBI_3006G165900	Cyclin	CYCLIN (PTHR15615:SF92)		protein kinase binding(GO:0019901)	cell division(GO:0051301)	
SORBI_3006G103100	Lipoyl synthase, mitochondrial	LIPOYL SYNTHASE, MITOCHONDRIAL (PTHR10949:SF0)		catalytic activity(GO:0003824);sulfurtransferase activity(GO:0016783);lipoate synthase activity(GO:0016992);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539)	lipoate biosynthetic process(GO:0009107);protein lipoylation(GO:0009249)	mitochondrion(GO:0005739)
SORBI_3009G013900	RING-type domain-containing protein	E3 UBIQUITIN-PROTEIN LIGASE XBAT31-RELATED (PTHR24128:SF14)	homeodomain transcription factor(PC00119)	ubiquitin-protein transferase activity(GO:0004842);ubiquitin protein ligase activity(GO:0061630)	defense response to bacterium(GO:0042742);protein autoubiquitination(GO:0051865)	
SORBI_3006G217100	Germin-like protein	GERMIN-LIKE PROTEIN 4-1 (PTHR31238:SF261)		manganese ion binding(GO:0030145)		apoplast(GO:0048046)
SORBI_3004G023300	START domain-containing protein	POLYKETIDE CYCLASE_DEHYDRASE AND LIPID TRANSPORT SUPERFAMILY PROTEIN (PTHR19308:SF11)		lipid binding(GO:0008289)		nucleus(GO:0005634);cytoplasm(GO:0005737)
SORBI_3005G090100	F-box domain-containing protein	F-BOX DOMAIN CONTAINING PROTEIN (PTHR33110:SF131)				
SORBI_3002G385000	Uncharacterized protein					
SORBI_3009G079600	Uncharacterized protein					
SORBI_3007G005600	DUF679 domain-containing protein	PROTEIN DMP5 (PTHR31621:SF1)				cytoplasm(GO:0005737);membrane(GO:0016020)
SORBI_3001G223700	Uncharacterized protein					
SORBI_3003G115550	Uncharacterized protein					
SORBI_3001G207700	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31343:SF61)				
SORBI_3001G094000	Protein kinase domain-containing protein	INHIBITOR OF NUCLEAR FACTOR KAPPA-B KINASE EPSILON SUBUNIT HOMOLOG 1-RELATED (PTHR24359:SF1)	non-receptor serine/threonine protein kinase(PC00167)	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)		membrane(GO:0016020)
SORBI_3001G115200	Uncharacterized protein					
SORBI_3005G187600	Uncharacterized protein					
SORBI_3010G012300	Uncharacterized protein	PROTEIN, PUTATIVE (DUF1218)-RELATED (PTHR31769:SF59)				endomembrane system(GO:0012505)
SORBI_3005G193500	Receptor-like serine_threonine-protein kinase	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR27002:SF913)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	recognition of pollen(GO:0048544);response to other organism(GO:0051707)	plasma membrane(GO:0005886)
SORBI_3007G184600	60S ribosomal protein L38	LARGE RIBOSOMAL SUBUNIT PROTEIN EL38 (PTHR10965:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	cytoplasmic translation(GO:0002181);translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625)
SORBI_3003G116000	Uncharacterized protein					
SORBI_3009G158000	O-fucosyltransferase family protein	O-FUCOSYLTRANSFERASE FAMILY PROTEIN (PTHR31741:SF20)				membrane(GO:0016020)
SORBI_3001G312000	Knottin scorpion toxin-like domain-containing protein	KNOTTIN SCORPION TOXIN-LIKE DOMAIN-CONTAINING PROTEIN (PTHR33147:SF157)	antimicrobial response protein(PC00051)		defense response(GO:0006952)	
SORBI_3003G049200	NADH-cytochrome b5 reductase	NADH-CYTOCHROME B5 REDUCTASE 2 (PTHR19370:SF171)	reductase(PC00198)	cytochrome-b5 reductase activity, acting on NAD(P)H(GO:0004128);oxidoreductase activity(GO:0016491);cytochrome-b5 reductase activity, acting on NADH(GO:0090524)		mitochondrion(GO:0005739)
SORBI_3002G218350	Uncharacterized protein					
SORBI_3004G173700	SLL1 protein	SLL1 PROTEIN (PTHR36003:SF4)				
SORBI_3003G332700	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucosidebeta-D-glucosidase	BETA-GLUCOSIDASE 2 (PTHR10353:SF335)	glycosidase(PC00110)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422)	carbohydrate metabolic process(GO:0005975)	
SORBI_3010G012700	Uncharacterized protein					
SORBI_3002G267300	Uncharacterized protein	OS01G0221300 PROTEIN (PTHR34380:SF1)				
SORBI_3009G077400	Uncharacterized protein	MITOCHONDRIAL DICARBOXYLATE_TRICARBOXYLATE TRANSPORTER DTC (PTHR45618:SF31)	secondary carrier transporter(PC00258)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)
SORBI_3008G135600	Osmotin-like protein	OS12G0569300 PROTEIN (PTHR31048:SF111)				
SORBI_3008G148101	Dof zinc finger protein	DOF ZINC FINGER PROTEIN (PTHR31992:SF366)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3002G052600	Uncharacterized protein					
SORBI_3010G199300	Serine aminopeptidase S33 domain-containing protein	OS02G0190800 PROTEIN (PTHR12277:SF192)	serine protease(PC00203)			
SORBI_3006G254400	PDZ domain-containing protein	PDZ DOMAIN-CONTAINING PROTEIN (PTHR43019:SF20)	serine protease(PC00203)		proteolysis(GO:0006508)	
SORBI_3010G035500	FeS cluster biogenesis domain-containing protein	IRON-SULFUR ASSEMBLY PROTEIN ISCA, CHLOROPLASTIC (PTHR47265:SF1)	chaperone(PC00072)	protein-macromolecule adaptor activity(GO:0030674);iron-sulfur cluster binding(GO:0051536)	iron-sulfur cluster assembly(GO:0016226)	chloroplast stroma(GO:0009570)
SORBI_3008G187450	Uncharacterized protein					
SORBI_3003G140100	BHLH domain-containing protein	TRANSCRIPTION FACTOR TIP2 (PTHR46834:SF2)	basic helix-loop-helix transcription factor(PC00055)	protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);anther wall tapetum development(GO:0048658)	
SORBI_3006G075600	Uncharacterized protein	TRANSDUCIN_WD40 REPEAT-LIKE SUPERFAMILY PROTEIN (PTHR14221:SF57)				
SORBI_3007G215100	Uncharacterized protein					
SORBI_3001G016200	Kinetochore protein Nuf2 N-terminal domain-containing protein	KINETOCHORE PROTEIN NUF2 (PTHR21650:SF2)	non-motor microtubule binding protein(PC00166)	protein-containing complex binding(GO:0044877)	meiotic chromosome segregation(GO:0045132);attachment of mitotic spindle microtubules to kinetochore(GO:0051315);kinetochore organization(GO:0051383)	chromosome, centromeric region(GO:0000775);kinetochore(GO:0000776);Ndc80 complex(GO:0031262)
SORBI_3007G216550	Uncharacterized protein					
SORBI_3006G195200	Probable purine permease	PURINE PERMEASE-RELATED (PTHR31376:SF35)		purine nucleobase transmembrane transporter activity(GO:0005345);purine nucleoside transmembrane transporter activity(GO:0015211)	purine nucleobase transport(GO:0006863);purine nucleoside transmembrane transport(GO:0015860);purine nucleobase transmembrane transport(GO:1904823)	membrane(GO:0016020)
SORBI_3002G339500	DAGKc domain-containing protein	DAGKC DOMAIN-CONTAINING PROTEIN (PTHR12358:SF88)	kinase(PC00137)	sphingosine kinase activity(GO:0008481);kinase activity(GO:0016301)	sphingolipid metabolic process(GO:0006665);sphingosine biosynthetic process(GO:0046512);cellular response to abscisic acid stimulus(GO:0071215)	cytoplasm(GO:0005737);vacuolar membrane(GO:0005774);plasma membrane(GO:0005886)
SORBI_3003G108900	Peptidase M48 domain-containing protein	PLASTOGLOBULE-LOCALIZED METALLOPEPTIDASE 48, CHLOROPLASTIC (PTHR10120:SF26)	metalloprotease(PC00153)	endopeptidase activity(GO:0004175);metalloendopeptidase activity(GO:0004222)	proteolysis(GO:0006508);leaf senescence(GO:0010150);CAAX-box protein processing(GO:0071586);regulation of leaf senescence(GO:1900055)	endoplasmic reticulum membrane(GO:0005789);chloroplast thylakoid membrane(GO:0009535)
SORBI_3009G210500	Btz domain-containing protein	OS05G0534600 PROTEIN (PTHR46837:SF10)		mRNA binding(GO:0003729)	mRNA processing(GO:0006397)	nucleus(GO:0005634);cytoplasm(GO:0005737);exon-exon junction complex(GO:0035145)
SORBI_3010G136900	ABC transporter domain-containing protein	OS10G0163290 PROTEIN (PTHR48042:SF20)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3001G537300	Uncharacterized protein	HOMEOBOX-LEUCINE ZIPPER PROTEIN HOX10 (PTHR45950:SF28)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);lipid binding(GO:0008289)	regulation of DNA-templated transcription(GO:0006355);meristem initiation(GO:0010014)	nucleus(GO:0005634)
SORBI_3004G078100	C3H1-type domain-containing protein	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 52 (PTHR12547:SF154)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729);metal ion binding(GO:0046872)	regulation of gene expression(GO:0010468);regulation of RNA metabolic process(GO:0051252)	
SORBI_3004G181900	Ankyrin repeat protein SKIP35	OS02G0562400 PROTEIN (PTHR36024:SF2)				
SORBI_3005G185300	CCD97-like C-terminal domain-containing protein	EXPRESSED PROTEIN (PTHR35166:SF20)				
SORBI_3006G191200	Helicase ATP-binding domain-containing protein	OS04G0582000 PROTEIN (PTHR10887:SF461)	RNA helicase(PC00032)	helicase activity(GO:0004386)		chromosome(GO:0005694)
SORBI_3001G272700	F-box domain-containing protein	F-BOX DOMAIN CONTAINING PROTEIN (PTHR34791:SF4)				
SORBI_3006G249200	PDZ domain-containing protein (Fragment)	OS07G0231900 PROTEIN (PTHR43019:SF18)	serine protease(PC00203)		proteolysis(GO:0006508)	
SORBI_3008G117600	Glutaredoxin domain-containing protein	MONOTHIOL GLUTAREDOXIN-S10 (PTHR10168:SF115)	oxidoreductase(PC00176)			cytoplasm(GO:0005737)
SORBI_3004G120550	Aldose 1-epimerase	ALDOSE 1-EPIMERASE (PTHR10091:SF13)	epimerase/racemase(PC00096)	aldose 1-epimerase activity(GO:0004034);isomerase activity(GO:0016853);carbohydrate binding(GO:0030246)	carbohydrate metabolic process(GO:0005975);glucose metabolic process(GO:0006006);hexose metabolic process(GO:0019318);galactose catabolic process via UDP-galactose, Leloir pathway(GO:0033499)	
SORBI_3002G426000	Uncharacterized protein					
SORBI_3006G281600	Peptidase S26 domain-containing protein	THYLAKOIDAL PROCESSING PEPTIDASE 1 CHLOROPLASTIC (PTHR43390:SF12)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);signal peptidase activity(GO:0009003)	proteolysis(GO:0006508);gene expression(GO:0010467)	chloroplast(GO:0009507);chloroplast thylakoid(GO:0009534);membrane(GO:0016020)
SORBI_3002G383900	aldehyde oxygenase (deformylating)	VERY-LONG-CHAIN ALDEHYDE DECARBONYLASE GL1-9 (PTHR11863:SF133)	oxidase(PC00175)	iron ion binding(GO:0005506);aldehyde oxygenase (deformylating) activity(GO:0071771);sphingolipid C4-monooxygenase activity(GO:0102772)	lipid biosynthetic process(GO:0008610)	endoplasmic reticulum membrane(GO:0005789)
SORBI_3003G216300	ABC transporter domain-containing protein	ABC TRANSPORTER G FAMILY MEMBER 37 (PTHR19241:SF619)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3004G099050	Embryo surrounding factor 1 brassicaceae domain-containing protein					
SORBI_3008G192000	Protein yippee-like	PROTEIN YIPPEE-LIKE (PTHR13848:SF63)	ubiquitin-protein ligase(PC00234)			ubiquitin ligase complex(GO:0000151)
SORBI_3010G211300	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 58-RELATED (PTHR13832:SF385)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);cation binding(GO:0043169)		
SORBI_3006G067300	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR34591:SF23)				
SORBI_3001G116650	Uncharacterized protein					
SORBI_3002G366500	Glycosyltransferase	GLYCOSYLTRANSFERASE (PTHR48049:SF72)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194)		
SORBI_3009G175500	N-acetyltransferase domain-containing protein	GCN5-RELATED N-ACETYLTRANSFERASE 2, CHLOROPLASTIC (PTHR43626:SF4)	acyltransferase(PC00042)	aralkylamine N-acetyltransferase activity(GO:0004059);L-lysine N6-acetyltransferase activity, acting on acetyl phosphate as donor(GO:0004468);N-acetyltransferase activity(GO:0008080);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);protein heterodimerization activity(GO:0046982)	protein quality control for misfolded or incompletely synthesized proteins(GO:0006515);response to osmotic stress(GO:0006970);circadian rhythm(GO:0007623);response to cold(GO:0009409);response to high light intensity(GO:0009644);response to mannitol(GO:0010555);melatonin biosynthetic process(GO:0030187);serotonin metabolic process(GO:0042428);defense response to fungus(GO:0050832);regulation of stomatal closure(GO:0090333);response to hydrogen sulfide(GO:1904880)	nucleus(GO:0005634);cytoplasm(GO:0005737);chloroplast(GO:0009507)
SORBI_3003G221400	N-acetyltransferase domain-containing protein	N(ALPHA)-ACETYLTRANSFERASE 15_16, ISOFORM A (PTHR22767:SF2)	acetyltransferase(PC00038)	acetyltransferase activator activity(GO:0010698)		NatA complex(GO:0031415)
SORBI_3001G350400	hydroxyisourate hydrolase	5-HYDROXYISOURATE HYDROLASE (PTHR10395:SF7)	hydrolase(PC00121)	hydroxyisourate hydrolase activity(GO:0033971);identical protein binding(GO:0042802);2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity(GO:0051997)	purine nucleobase metabolic process(GO:0006144);protein tetramerization(GO:0051262)	peroxisome(GO:0005777);cytosol(GO:0005829);cytoplasmic side of plasma membrane(GO:0009898);extrinsic component of cytoplasmic side of plasma membrane(GO:0031234)
SORBI_3001G401700	Aminotransferase class I_classII domain-containing protein	LL-DIAMINOPIMELATE AMINOTRANSFERASE, CHLOROPLASTIC (PTHR43144:SF1)	transaminase(PC00216)	transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170)	systemic acquired resistance, salicylic acid mediated signaling pathway(GO:0009862)	
SORBI_3001G417000	Histone H2B	HISTONE H2B (PTHR23428:SF356)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	chromatin organization(GO:0006325)	nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694)
SORBI_3002G082600	Protein LURP-one-related 15	PROTEIN LURP1 (PTHR31087:SF167)				
SORBI_3006G237200	V-type proton ATPase subunit D	V-TYPE PROTON ATPASE SUBUNIT D (PTHR11671:SF1)	ATP synthase(PC00002)	proton-transporting ATPase activity, rotational mechanism(GO:0046961)	vacuolar acidification(GO:0007035);proton transmembrane transport(GO:1902600)	vacuolar membrane(GO:0005774);proton-transporting V-type ATPase complex(GO:0033176)
SORBI_3009G011600	PGR5-like protein 1A, chloroplastic	PGR5-LIKE A PROTEIN (PTHR31032:SF2)		oxidoreductase activity, acting on iron-sulfur proteins as donors(GO:0016730)	photosynthetic electron transport in photosystem I(GO:0009773)	chloroplast thylakoid(GO:0009534);chloroplast thylakoid membrane(GO:0009535)
SORBI_3003G198200	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 16 (PTHR47992:SF19)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);cation binding(GO:0043169)	regulation of intracellular signal transduction(GO:1902531)	cytosol(GO:0005829)
SORBI_3002G213300	AB hydrolase-1 domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR43592:SF20)	metalloprotease(PC00153)	endopeptidase activity(GO:0004175)	CAAX-box protein maturation(GO:0080120)	
SORBI_3010G102900	Ninja-family protein	NINJA-FAMILY PROTEIN MODD (PTHR31413:SF49)			signal transduction(GO:0007165)	nucleus(GO:0005634)
SORBI_3005G190300	Knottin scorpion toxin-like domain-containing protein	DEFENSIN-LIKE PROTEIN 98 (PTHR33147:SF148)	antimicrobial response protein(PC00051)		defense response(GO:0006952)	
SORBI_3003G119100	Pentatricopeptide repeat-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47928:SF80)		RNA binding(GO:0003723)	RNA modification(GO:0009451)	
SORBI_3010G160400	Prephenate_arogenate dehydrogenase domain-containing protein	OS06G0542200 PROTEIN (PTHR43207:SF6)	dehydrogenase(PC00092)	prephenate dehydrogenase (NADP+) activity(GO:0004665);prephenate dehydrogenase (NAD+) activity(GO:0008977);oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(GO:0016628);arogenate dehydrogenase (NADP+) activity(GO:0033730);NAD+ binding(GO:0070403)	L-tyrosine biosynthetic process(GO:0006571)	
SORBI_3010G088100	ADP-ribosylation factor	OS06G0114200 PROTEIN (PTHR11711:SF338)	G-protein(PC00020)	GTPase activity(GO:0003924);GTP binding(GO:0005525)	intracellular protein transport(GO:0006886)	
SORBI_3004G080350	Secreted protein					
SORBI_3004G256400	Glycosyltransferase 7	GLYCOSYLTRANSFERASE 7-RELATED (PTHR31311:SF3)	transferase(PC00220)	galactosyltransferase activity(GO:0008378);glycosyltransferase activity(GO:0016757)		Golgi membrane(GO:0000139);membrane(GO:0016020)
SORBI_3004G291900	Symplekin C-terminal domain-containing protein	SYMPLEKIN (PTHR15245:SF39)				mRNA cleavage and polyadenylation specificity factor complex(GO:0005847)
SORBI_3004G130932	Uncharacterized protein					
SORBI_3002G241250	Uncharacterized protein	OS09G0480532 PROTEIN (PTHR35420:SF1)				
SORBI_3001G199500	J domain-containing protein	CHAPERONE PROTEIN DNAJ 13 (PTHR44914:SF1)	chaperone(PC00072)			endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
SORBI_3001G180200	Peroxisomal membrane protein 2	OS09G0315000 PROTEIN (PTHR11266:SF121)	transporter(PC00227)			membrane(GO:0016020)
SORBI_3004G021800	Uncharacterized protein	OS08G0441300 PROTEIN (PTHR33091:SF53)	protease inhibitor(PC00191)	serine-type endopeptidase inhibitor activity(GO:0004867)	response to wounding(GO:0009611)	
SORBI_3002G300100	Uncharacterized protein	OS07G0475700 PROTEIN (PTHR31374:SF142)			response to auxin(GO:0009733)	
SORBI_3001G227800	2-oxoadipate dioxygenase_decarboxylase	2-OXOADIPATE DIOXYGENASE_DECARBOXYLASE, CHLOROPLASTIC (PTHR31136:SF5)		oxidoreductase activity(GO:0016491)		
SORBI_3010G254500	Uncharacterized protein	TRANSMEMBRANE PROTEIN (PTHR37192:SF2)				
SORBI_3001G237400	HMA domain-containing protein	HMA DOMAIN-CONTAINING PROTEIN (PTHR46413:SF6)		metal ion binding(GO:0046872)		
SORBI_3009G068500	DUF1664 domain-containing protein	OS01G0185100 PROTEIN (PTHR46667:SF6)				
SORBI_3009G081500	Post-GPI attachment to proteins factor 3	POST-GPI ATTACHMENT TO PROTEINS FACTOR 3 (PTHR13148:SF0)		hydrolase activity, acting on ester bonds(GO:0016788)	GPI anchor metabolic process(GO:0006505);GPI anchor biosynthetic process(GO:0006506);GPI anchored protein biosynthesis(GO:0180046)	Golgi membrane(GO:0000139);endomembrane system(GO:0012505)
SORBI_3010G165950	Secreted protein					
SORBI_3010G235100	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	OS01G0601700 PROTEIN (PTHR48063:SF31)	transmembrane signal receptor(PC00197)		signal transduction(GO:0007165)	plasma membrane(GO:0005886)
SORBI_3002G349100	DUF2470 domain-containing protein	OS07G0573800 PROTEIN (PTHR13343:SF24)		heme binding(GO:0020037);protein homodimerization activity(GO:0042803)	tetrapyrrole biosynthetic process(GO:0033014)	cytoplasm(GO:0005737);chloroplast(GO:0009507)
SORBI_3004G310000	Fungal lipase-like domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR46086:SF4)	hydrolase(PC00121)	triacylglycerol lipase activity(GO:0004806)	lipid metabolic process(GO:0006629)	
SORBI_3003G271700	Uncharacterized protein					
SORBI_3007G086400	Xyloglucan endotransglucosylase_hydrolase	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF263)	hydrolase(PC00121)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);xyloglucan:xyloglucosyl transferase activity(GO:0016762)	carbohydrate metabolic process(GO:0005975);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042)	apoplast(GO:0048046)
SORBI_3004G068000	Uncharacterized protein	OS04G0403900 PROTEIN (PTHR33132:SF145)				
SORBI_3004G105001	Uncharacterized protein					
SORBI_3002G104900	B12D protein	OS07G0274700 PROTEIN (PTHR33417:SF21)				membrane(GO:0016020)
SORBI_3006G036201	Uncharacterized protein					
SORBI_3006G092200	RING-type E3 ubiquitin transferase	RING-TYPE E3 UBIQUITIN TRANSFERASE (PTHR22765:SF152)	ubiquitin-protein ligase(PC00234)	ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	membrane(GO:0016020)
SORBI_3007G003400	Uncharacterized protein	CYTOCHROME P450 71A26 (PTHR24298:SF872)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)		membrane(GO:0016020)
SORBI_3008G065400	Uncharacterized protein					
SORBI_3004G191300	Uncharacterized protein					
SORBI_3007G032000	Tryptophan synthase	TRYPTOPHAN SYNTHASE (PTHR48077:SF3)		tryptophan synthase activity(GO:0004834)	L-tryptophan biosynthetic process(GO:0000162);L-tryptophan metabolic process(GO:0006568)	chloroplast(GO:0009507)
SORBI_3002G426650	Uncharacterized protein	FUNGAL LIPASE-LIKE DOMAIN-CONTAINING PROTEIN (PTHR46398:SF8)	hydrolase(PC00121)			
SORBI_3010G125900	Uncharacterized protein					
SORBI_3002G090500	Calreticulin	CALRETICULIN (PTHR11073:SF2)	chaperone(PC00072)	calcium ion binding(GO:0005509)	protein folding(GO:0006457);ERAD pathway(GO:0036503)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum lumen(GO:0005788)
SORBI_3005G037900	Sialyltransferase-like protein	SIALYLTRANSFERASE-LIKE PROTEIN 2 (PTHR46779:SF2)	transferase(PC00220)	sialyltransferase activity(GO:0008373)	glycoprotein biosynthetic process(GO:0009101)	Golgi membrane(GO:0000139)
SORBI_3003G098650	Uncharacterized protein					
SORBI_3010G004500	PGG domain-containing protein	OS08G0401100 PROTEIN (PTHR24177:SF147)	scaffold/adaptor protein(PC00226)			membrane(GO:0016020)
SORBI_3003G327400	F-box domain-containing protein	OS01G0802600 PROTEIN (PTHR31348:SF15)				
SORBI_3002G099100	RING-type domain-containing protein	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR42647:SF31)				
SORBI_3009G213100	beta-galactosidase	BETA-GALACTOSIDASE (PTHR23421:SF165)	galactosidase(PC00104)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-galactosidase activity(GO:0004565)	carbohydrate metabolic process(GO:0005975);galactose catabolic process(GO:0019388)	vacuole(GO:0005773);apoplast(GO:0048046)
