condition	layer	GeneID	GeneName	Family_Sufamily	ProteinClass	GO_MF	GO_BP	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes	GO_CC
LIN	sumratio	SORBI_3001G170900	Uncharacterized protein	""	""	""	""	1	14284183	14285689	2.978268e-14	5	0.42941	2	FA; Sum_FA_over_SQDG_log10safe	""
LIN	sumratio	SORBI_3001G171001	WIYLD domain-containing protein	""	""	""	""	1	14291474	14293116	2.978268e-14	7	1	2	FA; Sum_FA_over_SQDG_log10safe	""
LIN	sumratio	SORBI_3001G171100	WIYLD domain-containing protein	WIYLD DOMAIN-CONTAINING PROTEIN (PTHR34271:SF5)	histone modifying enzyme(PC00261)	""	""	1	14296056	14298902	2.978268e-14	7	1	2	FA; Sum_FA_over_SQDG_log10safe	""
LIN	sumratio	SORBI_3001G171200	WIYLD domain-containing protein	NUCLEOLAR HISTONE METHYLTRANSFERASE-RELATED PROTEIN (PTHR34271:SF1)	histone modifying enzyme(PC00261)	""	""	1	14300999	14304990	2.978268e-14	7	0.8002	2	FA; Sum_FA_over_SQDG_log10safe	""
LIN	sumratio	SORBI_3001G171300	UDP-glucose 6-dehydrogenase	UDP-GLUCOSE 6-DEHYDROGENASE 2 (PTHR11374:SF44)	dehydrogenase(PC00092)	UDP-glucose 6-dehydrogenase activity(GO:0003979);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);NAD binding(GO:0051287)	UDP-glucuronate biosynthetic process(GO:0006065)	1	14314210	14315949	2.978268e-14	7	0.68933	2	FA; Sum_FA_over_SQDG_log10safe	""
LIN	sumratio	SORBI_3001G171500	Presenilin	PRESENILIN HOMOLOG (PTHR10202:SF13)	aspartic protease(PC00053)	endopeptidase activity(GO:0004175);aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787);aspartic endopeptidase activity, intramembrane cleaving(GO:0042500)	proteolysis(GO:0006508);membrane protein ectodomain proteolysis(GO:0006509);Notch signaling pathway(GO:0007219);protein processing(GO:0016485)	1	14323209	14324579	2.978268e-14	7	0.780594	2	FA; Sum_FA_over_SQDG_log10safe	Golgi membrane(GO:0000139);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020);gamma-secretase complex(GO:0070765)
LIN	sumratio	SORBI_3001G171600	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47932:SF39)	""	mRNA binding(GO:0003729)	""	1	14326546	14330781	2.978268e-14	7	0.798309	2	FA; Sum_FA_over_SQDG_log10safe	""
LIN	sumratio	SORBI_3004G002400						4	187849	190637	8.462368e-14	3	0.409167	2	FA; Sum_FA_over_PA_log10safe	
LIN	sumratio	SORBI_3001G032900	Uncharacterized protein	EXPRESSED PROTEIN (PTHR33142:SF84)	kinase inhibitor(PC00139)	protein kinase inhibitor activity(GO:0004860)	regulation of DNA endoreduplication(GO:0032875)	1	2485761	2487705	2.359303e-13	8	0.632465	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634)
LIN	sumratio	SORBI_3001G033000	Ribosomal RNA methyltransferase FtsJ domain-containing protein	RRNA METHYLTRANSFERASE 2, MITOCHONDRIAL (PTHR10920:SF18)	RNA methyltransferase(PC00033)	methyltransferase activity(GO:0008168);rRNA (uridine-2'-O-)-methyltransferase activity(GO:0008650);transferase activity(GO:0016740)	RNA methylation(GO:0001510);rRNA processing(GO:0006364);rRNA methylation(GO:0031167);methylation(GO:0032259)	1	2489317	2497493	2.359303e-13	8	0.622334	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G033100	NAD(P)-binding domain-containing protein	EXPRESSED PROTEIN (PTHR14194:SF104)	""	oxidoreductase activity(GO:0016491)	""	1	2497419	2499730	2.359303e-13	5	0.642079	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G033200	Uncharacterized protein	OS04G0590400 PROTEIN (PTHR31636:SF23)	""	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	1	2499310	2503376	2.359303e-13	5	0.703788	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634)
LIN	sumratio	SORBI_3001G033300	Expansin	EXPANSIN-A4 (PTHR31867:SF151)	""	""	plant-type cell wall organization(GO:0009664);plant-type cell wall loosening(GO:0009828);cell wall organization(GO:0071555)	1	2523358	2527858	2.359303e-13	5	0.846752	2	FA; Sum_Cer_over_FA_log10safe	extracellular region(GO:0005576);membrane(GO:0016020)
LIN	sumratio	SORBI_3001G033400	Protein kinase domain-containing protein	OS03G0821900 PROTEIN (PTHR45621:SF203)	""	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	defense response(GO:0006952)	1	2528909	2533375	2.359303e-13	5	0.661663	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G033800	Uncharacterized protein	""	""	""	""	1	2549245	2550321	2.359303e-13	5	0.700645	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G034000						1	2557849	2560823	2.359303e-13	5	0.680937	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G034100	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 23-RELATED (PTHR13832:SF228)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	signal transduction(GO:0007165);phyllome development(GO:0048827)	1	2587306	2590571	2.359303e-13	5	0.675855	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G034200	60S ribosomal protein L36	LARGE RIBOSOMAL SUBUNIT PROTEIN EL36 (PTHR10114:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	cytoplasmic translation(GO:0002181);translation(GO:0006412)	1	2592125	2595232	2.359303e-13	5	0.701835	2	FA; Sum_Cer_over_FA_log10safe	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:1990904)
LIN	sumratio	SORBI_3001G034300	Dof zinc finger protein	DOF ZINC FINGER PROTEIN (PTHR31992:SF351)	""	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	1	2611023	2613615	2.359303e-13	1	0.543257	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634)
LIN	sumratio	SORBI_3001G034400						1	2618418	2619703	2.359303e-13	1	0.51405	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G034500						1	2620628	2626806	2.359303e-13	1	0.599217	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G034600						1	2628433	2631312	2.359303e-13	1	0.592564	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G034900						1	2635349	2636404	2.359303e-13	1	0.479201	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035100						1	2642280	2643549	2.359303e-13	1	0.592564	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035300						1	2659341	2660497	2.359303e-13	1	0.441682	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035400						1	2660718	2664113	2.359303e-13	1	0.592564	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035500						1	2668949	2672836	2.359303e-13	1	0.586535	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035600						1	2674768	2676463	2.359303e-13	1	0.648261	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035700						1	2683963	2684554	2.359303e-13	1	0.439995	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035800						1	2685066	2687274	2.359303e-13	1	0.567555	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G035900						1	2687602	2695012	2.359303e-13	1	0.617005	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G036050						1	2695391	2704540	2.359303e-13	1	0.617005	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G036200						1	2705291	2707284	2.359303e-13	1	0.489759	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G036300	Peptidase M1 leukotriene A4 hydrolase_aminopeptidase C-terminal domain-containing protein	LEUKOTRIENE A-4 HYDROLASE (PTHR45726:SF3)	""	epoxide hydrolase activity(GO:0004301);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	proteolysis(GO:0006508)	1	2707859	2716150	2.359303e-13	1	0.617005	2	FA; Sum_Cer_over_FA_log10safe	cytoplasm(GO:0005737);cytosol(GO:0005829)
LIN	sumratio	SORBI_3001G036600	Ubiquitin-like domain-containing protein	F15I1.1 PROTEIN-RELATED (PTHR10666:SF418)	""	mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735);protein tag activity(GO:0031386)	protein ubiquitination(GO:0016567);modification-dependent protein catabolic process(GO:0019941)	1	2718921	2719654	2.359303e-13	1	0.617005	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosolic ribosome(GO:0022626)
LIN	sumratio	SORBI_3001G036700	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR35828:SF15)	""	""	""	1	2720807	2723805	2.359303e-13	1	0.610941	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G036800	AP2_ERF domain-containing protein	OS03G0818800 PROTEIN (PTHR32467:SF67)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);regulation of flower development(GO:0009909)	1	2736885	2740680	2.359303e-13	1	1	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634)
LIN	sumratio	SORBI_3001G036900						1	2743597	2745712	2.359303e-13	1	0.487134	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G037000	PHD finger protein ALFIN-LIKE	PHD FINGER PROTEIN ALFIN-LIKE 2 (PTHR12321:SF39)	DNA metabolism protein(PC00009)	transcription cis-regulatory region binding(GO:0000976);transcription coregulator activity(GO:0003712);zinc ion binding(GO:0008270);histone binding(GO:0042393);metal ion binding(GO:0046872)	chromatin organization(GO:0006325);regulation of DNA-templated transcription(GO:0006355)	1	2747323	2751063	2.359303e-13	1	0.617005	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634)
LIN	sumratio	SORBI_3001G037100	Spatacsin C-terminal domain-containing protein	SPATACSIN (PTHR13650:SF0)	""	""	""	1	2753597	2779533	2.359303e-13	1	0.641577	2	FA; Sum_Cer_over_FA_log10safe	cytoplasm(GO:0005737)
LIN	sumratio	SORBI_3001G037150						1	2774800	2775552	2.359303e-13	1	0.593399	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G037400	Protein kinase domain-containing protein	LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN (PTHR27008:SF11)	""	protein kinase activity(GO:0004672);ATP binding(GO:0005524)	""	1	2787774	2792855	2.359303e-13	1	0.792625	2	FA; Sum_Cer_over_FA_log10safe	membrane(GO:0016020)
LIN	sumratio	SORBI_3001G037500	Protein PEP-RELATED DEVELOPMENT ARRESTED 1, chloroplastic	PROTEIN PEP-RELATED DEVELOPMENT ARRESTED 1, CHLOROPLASTIC (PTHR37262:SF1)	""	""	regulation of DNA-templated transcription(GO:0006355)	1	2794698	2803370	2.359303e-13	1	0.518561	2	FA; Sum_Cer_over_FA_log10safe	chloroplast nucleoid(GO:0042644)
LIN	sumratio	SORBI_3001G037550	Uncharacterized protein	""	""	""	""	1	2795995	2796711	2.359303e-13	1	0.514931	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G037600	Uncharacterized protein	""	""	""	""	1	2805007	2807312	2.359303e-13	1	0.558314	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G037800	NAD-dependent epimerase_dehydratase domain-containing protein	NAD-DEPENDENT EPIMERASE_DEHYDRATASE DOMAIN-CONTAINING PROTEIN (PTHR10366:SF659)	dehydratase(PC00091)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)	""	1	2816533	2819327	2.359303e-13	1	0.400126	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G038000	Multiple inositol polyphosphate phosphatase 1	MULTIPLE INOSITOL POLYPHOSPHATE PHOSPHATASE 1 (PTHR20963:SF8)	phosphatase(PC00181)	acid phosphatase activity(GO:0003993);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);bisphosphoglycerate 3-phosphatase activity(GO:0034417);inositol phosphate phosphatase activity(GO:0052745)	""	1	2822265	2827550	2.359303e-13	1	0.460344	2	FA; Sum_Cer_over_FA_log10safe	plasma membrane(GO:0005886)
LIN	sumratio	SORBI_3001G038300	Trichome birefringence-like N-terminal domain-containing protein	XYLAN O-ACETYLTRANSFERASE 11-RELATED (PTHR32285:SF67)	""	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	1	2851085	2854638	2.359303e-13	1	0.446711	2	FA; Sum_Cer_over_FA_log10safe	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
LIN	sumratio	SORBI_3001G038450						1	2875946	2878341	2.359303e-13	1	0.491485	2	FA; Sum_Cer_over_FA_log10safe	
LIN	sumratio	SORBI_3001G039200	Uncharacterized protein	LEGUME LECTIN DOMAIN-CONTAINING PROTEIN (PTHR33257:SF20)	""	""	""	1	2923093	2924132	2.359303e-13	1	0.475773	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G039300	EngB-type G domain-containing protein	EXPRESSED PROTEIN (PTHR47560:SF1)	""	nucleotide binding(GO:0000166);GTP binding(GO:0005525);metal ion binding(GO:0046872)	""	1	2932598	2937249	2.359303e-13	1	0.55655	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G039400	40S ribosomal protein S26	40S RIBOSOMAL PROTEIN S26 (PTHR12538:SF0)	ribosomal protein(PC00202)	mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	1	2938433	2941774	2.359303e-13	1	0.569606	2	FA; Sum_Cer_over_FA_log10safe	ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
LIN	sumratio	SORBI_3001G039500	Protein kinase domain-containing protein	PROTEIN KINASE SUPERFAMILY PROTEIN (PTHR23257:SF779)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	1	2947143	2951769	2.359303e-13	1	0.525406	2	FA; Sum_Cer_over_FA_log10safe	cytoplasm(GO:0005737)
LIN	sumratio	SORBI_3001G039600	U-box domain-containing protein	U-BOX DOMAIN-CONTAINING PROTEIN 62 (PTHR33644:SF5)	""	ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740)	protein ubiquitination(GO:0016567)	1	2951770	2955625	2.359303e-13	1	0.532274	2	FA; Sum_Cer_over_FA_log10safe	""
LIN	sumratio	SORBI_3001G039700	Transcription elongation factor	IP08861P-RELATED (PTHR11477:SF0)	general transcription factor(PC00259)	nucleic acid binding(GO:0003676);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	DNA-templated transcription(GO:0006351);transcription elongation by RNA polymerase II(GO:0006368);response to heat(GO:0009408);response to gibberellin(GO:0009739);seed germination(GO:0009845);negative regulation of flower development(GO:0009910);seed dormancy process(GO:0010162);regulation of transcription elongation by RNA polymerase II(GO:0034243)	1	2956198	2959307	2.359303e-13	1	0.545307	2	FA; Sum_Cer_over_FA_log10safe	nucleus(GO:0005634)
LIN	sumratio	SORBI_3001G247600	NAD-dependent epimerase_dehydratase domain-containing protein	GDP-MANNOSE 3,5-EPIMERASE 1 (PTHR43574:SF30)	epimerase/racemase(PC00096)	isomerase activity(GO:0016853);racemase and epimerase activity(GO:0016854);GDP-mannose 3,5-epimerase activity(GO:0047918);NAD binding(GO:0051287)	""	1	26301630	26305587	8.027207e-11	1	0.447592	2	Sum_DG_over_PE_log10safe; Sum_DG_over_TG_log10safe	""
LIN	sumratio	SORBI_3005G106700	Exocyst complex component Sec3 PIP2-binding N-terminal domain-containing protein	EXPRESSED PROTEIN (PTHR16092:SF29)	SNARE protein(PC00034)	phosphatidylinositol-4,5-bisphosphate binding(GO:0005546)	exocytosis(GO:0006887);Golgi to plasma membrane transport(GO:0006893)	5	20065602	20087059	2.432246e-10	134	1	2	PS; Sum_PC_over_PS_log10safe	exocyst(GO:0000145);plasma membrane(GO:0005886)
LIN	sumratio	SORBI_3005G106900	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	ATP-DEPENDENT (S)-NAD(P)H-HYDRATE DEHYDRATASE (PTHR12592:SF0)	dehydratase(PC00091)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);lyase activity(GO:0016829);hydro-lyase activity(GO:0016836);ATP-dependent NAD(P)H-hydrate dehydratase activity(GO:0047453)	NADP+ metabolic process(GO:0006739);NAD+ metabolic process(GO:0019674);nicotinamide nucleotide metabolic process(GO:0046496);metabolite repair(GO:0110051)	5	20072351	20093488	2.432246e-10	133	1	2	PS; Sum_PC_over_PS_log10safe	mitochondrion(GO:0005739);cytosol(GO:0005829);chloroplast(GO:0009507)
LIN	sumratio	SORBI_3005G107200	XPG N-terminal domain-containing protein	""	""	nuclease activity(GO:0004518)	""	5	20137237	20138246	2.432246e-10	68	0.949382	2	PS; Sum_PC_over_PS_log10safe	""
LIN	sumratio	SORBI_3005G105600						5	19535648	19538701	3.465059e-10	3	0.415052	2	PS; Sum_PC_over_PS_log10safe	
LIN	sumratio	SORBI_3005G107300	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31865:SF0)	""	""	""	5	20215310	20216682	5.031732e-10	23	0.893218	2	PS; Sum_PC_over_PS_log10safe	""
LIN	sumratio	SORBI_3001G041600	AP complex subunit sigma	AP COMPLEX SUBUNIT SIGMA (PTHR11753:SF35)	vesicle coat protein(PC00235)	clathrin adaptor activity(GO:0035615)	intracellular protein transport(GO:0006886);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);cytosolic transport(GO:0016482)	1	3096385	3098752	2.023899e-09	1	0.407102	2	Sum_SQDG_over_TG_log10safe; Sum_TG_over_SQDG_log10safe	Golgi apparatus(GO:0005794);cytosol(GO:0005829);membrane coat(GO:0030117);AP-1 adaptor complex(GO:0030121);clathrin-coated vesicle membrane(GO:0030665);cytoplasmic vesicle(GO:0031410)
LIN	sumratio	SORBI_3001G041200	Peptidyl-prolyl cis-trans isomerase	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE D-RELATED (PTHR11071:SF561)	chaperone(PC00072)	peptidyl-prolyl cis-trans isomerase activity(GO:0003755);cyclosporin A binding(GO:0016018);isomerase activity(GO:0016853)	protein folding(GO:0006457)	1	3057449	3061041	4.651606e-09	2	0.420853	2	Sum_SM_over_TG_log10safe; TG	cytoplasm(GO:0005737)
LIN	sumratio	SORBI_3010G215100	AP2_ERF domain-containing protein	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR AIL6 (PTHR32467:SF101)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	10	55799766	55802961	3.794408e-17	15	0.544429	1	FA	nucleus(GO:0005634)
LIN	sumratio	SORBI_3010G215201	Ovule protein	""	""	""	""	10	55802348	55808868	3.794408e-17	18	0.68515	1	FA	""
LIN	sumratio	SORBI_3010G215300	Protein kinase domain-containing protein	CYCLIN-DEPENDENT KINASE B2-2 (PTHR24056:SF178)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);cyclin-dependent protein serine/threonine kinase activity(GO:0004693);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	G2/M transition of mitotic cell cycle(GO:0000086);regulation of transcription by RNA polymerase II(GO:0006357);signal transduction(GO:0007165);regulation of cell cycle phase transition(GO:1901987)	10	55818499	55820486	3.794408e-17	18	0.68515	1	FA	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	sumratio	SORBI_3010G215400	Uncharacterized protein	OS06G0658500 PROTEIN (PTHR33416:SF14)	""	""	nuclear membrane organization(GO:0071763)	10	55828346	55836139	3.794408e-17	18	0.683548	1	FA	nuclear envelope(GO:0005635)
LIN	sumratio	SORBI_3010G215500	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN 10, CHLOROPLASTIC (PTHR47933:SF36)	""	mRNA binding(GO:0003729)	mRNA stabilization(GO:0048255)	10	55836741	55840286	3.794408e-17	18	0.675138	1	FA	""
LIN	sumratio	SORBI_3010G215600	Homogentisate phytyltransferase	HOMOGENTISATE PHYTYLTRANSFERASE 1, CHLOROPLASTIC (PTHR43009:SF6)	transferase(PC00220)	prenyltransferase activity(GO:0004659);transferase activity(GO:0016740);transferase activity, transferring alkyl or aryl (other than methyl) groups(GO:0016765)	vitamin E biosynthetic process(GO:0010189)	10	55841949	55848293	3.794408e-17	3	0.417598	1	FA	chloroplast(GO:0009507);membrane(GO:0016020)
LIN	sumratio	SORBI_3010G216500	F-box domain-containing protein	OS06G0659700 PROTEIN (PTHR44259:SF113)	""	""	""	10	55966647	55968029	3.794408e-17	17	1	1	FA	""
LIN	sumratio	SORBI_3010G217400	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR48007:SF70)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	""	10	56029460	56037659	3.794408e-17	4	0.725836	1	FA	plasma membrane(GO:0005886);membrane(GO:0016020)
LIN	sumratio	SORBI_3010G217466	Uncharacterized protein	""	""	""	""	10	56037103	56040185	3.794408e-17	4	1	1	FA	""
LIN	sumratio	SORBI_3004G002350						4	184257	187536	6.777891e-16	3	0.424924	1	FA	
LIN	sumratio	SORBI_3004G066700	C2H2-type domain-containing protein	OS02G0182300 PROTEIN (PTHR45730:SF96)	""	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	negative regulation of abscisic acid-activated signaling pathway(GO:0009788)	4	5437753	5438361	2.815565e-15	4	0.912132	1	FA	nucleus(GO:0005634)
LIN	sumratio	SORBI_3004G066800	Proteasome subunit beta	PROTEASOME SUBUNIT BETA (PTHR11599:SF220)	protease(PC00190)	""	proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);proteolysis involved in protein catabolic process(GO:0051603)	4	5438194	5441844	2.815565e-15	4	0.915909	1	FA	proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome core complex(GO:0005839);proteasome core complex, beta-subunit complex(GO:0019774)
LIN	sumratio	SORBI_3010G213400						10	55632324	55634334	5.788243e-15	2	0.408061	1	FA	
LIN	sumratio	SORBI_3010G214150	Uncharacterized protein	""	""	""	""	10	55717741	55718406	5.788243e-15	16	1	1	FA	""
LIN	sumratio	SORBI_3010G214200	F-box domain-containing protein	F-BOX PROTEIN AFR (PTHR24414:SF31)	non-motor actin binding protein(PC00165)	""	red, far-red light phototransduction(GO:0009585)	10	55719173	55720354	5.788243e-15	16	0.965663	1	FA	""
LIN	sumratio	SORBI_3010G214300	Uncharacterized protein	""	""	""	""	10	55733861	55734766	5.788243e-15	16	1	1	FA	""
LIN	sumratio	SORBI_3010G214400	Uncharacterized protein	""	""	""	""	10	55737595	55739273	5.788243e-15	12	0.541577	1	FA	""
LIN	sumratio	SORBI_3010G214700	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	(R)-MANDELONITRILE LYASE-LIKE (PTHR45968:SF2)	""	oxidoreductase activity, acting on CH-OH group of donors(GO:0016614);flavin adenine dinucleotide binding(GO:0050660)	""	10	55759115	55762856	5.788243e-15	16	0.525187	1	FA	""
LIN	sumratio	SORBI_3010G214800	CASP-like protein 2C1	CASP-LIKE PROTEIN 2C2 (PTHR11615:SF241)	dehydrogenase(PC00092)	""	""	10	55772570	55777022	5.788243e-15	16	0.692157	1	FA	plasma membrane(GO:0005886)
LIN	sumratio	SORBI_3010G214900	4-coumarate--CoA ligase	AMP-BINDING DOMAIN-CONTAINING PROTEIN-RELATED (PTHR24096:SF149)	ligase(PC00142)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);4-coumarate-CoA ligase activity(GO:0016207);CoA-ligase activity(GO:0016405);ligase activity(GO:0016874);trans-cinnamate-CoA ligase activity(GO:0106290)	phenylpropanoid metabolic process(GO:0009698);lignin biosynthetic process(GO:0009809);response to aluminum ion(GO:0010044)	10	55777184	55784716	5.788243e-15	17	0.724635	1	FA	""
LIN	sumratio	SORBI_3010G214950	BRX domain-containing protein	""	""	""	""	10	55780234	55780675	5.788243e-15	17	0.692157	1	FA	""
LIN	sumratio	SORBI_3006G188600	Uncharacterized protein	FRINGE GLYCOSYLTRANSFERASE (PTHR10811:SF5)	glycosyltransferase(PC00111)	acetylglucosaminyltransferase activity(GO:0008375)	""	6	54279223	54282049	9.4337e-15	24	0.702741	1	FA	""
LIN	sumratio	SORBI_3010G213900	Protein kinase domain-containing protein	OS06G0654600 PROTEIN (PTHR27001:SF178)	""	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	10	55680090	55682020	1.237227e-14	8	0.426119	1	FA	plasma membrane(GO:0005886)
LIN	sumratio	SORBI_3004G026200						4	2080961	2084839	1.732264e-14	1	0.435445	1	FA	
LIN	sumratio	SORBI_3004G026300						4	2086390	2088752	1.732264e-14	1	0.458545	1	FA	
LIN	sumratio	SORBI_3004G027600						4	2227826	2232512	1.732264e-14	3	0.767863	1	FA	
LIN	sumratio	SORBI_3004G027800						4	2235985	2242049	1.732264e-14	3	0.77108	1	FA	
LIN	sumratio	SORBI_3004G027900						4	2242302	2247493	1.732264e-14	3	0.77108	1	FA	
LIN	sumratio	SORBI_3004G028000	PRA1 family protein	PRA1 FAMILY PROTEIN H (PTHR19317:SF1)	membrane traffic protein(PC00150)	""	vesicle-mediated transport(GO:0016192)	4	2253210	2257904	1.732264e-14	3	0.729038	1	FA	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)
