condition,layer,GeneID,trait,max_r2,best_p
LIN,individual,SORBI_3010G170400,TG(18:2_20:2_22:2),0.591283,1.442492e-09
LIN,individual,SORBI_3010G170400,TG(18:2_20:3_22:0),0.644459,3.159062e-15
LIN,individual,SORBI_3010G170400,TG(18:3_18:3_18:3),0.591626,5.49028e-11
LIN,individual,SORBI_3010G170500,TG(18:2_18:2_18:4),0.484121,3.972938e-09
LIN,individual,SORBI_3010G170500,TG(18:2_20:2_22:2),0.484121,1.442492e-09
LIN,individual,SORBI_3010G170500,TG(18:2_20:3_22:0),0.728693,1.227939e-12
LIN,individual,SORBI_3010G170500,TG(18:3_18:3_18:3),0.491041,8.696769e-11
LIN,individual,SORBI_3010G170550,TG(18:2_18:2_18:4),0.762799,3.972938e-09
LIN,individual,SORBI_3010G170550,TG(18:2_20:2_22:2),0.764794,1.442492e-09
LIN,individual,SORBI_3010G170550,TG(18:2_20:3_22:0),0.849938,1.227939e-12
LIN,individual,SORBI_3010G170550,TG(18:3_18:3_18:3),0.773184,8.696769e-11
LIN,individual,SORBI_3010G170600,TG(18:2_18:2_18:4),0.449511,3.972938e-09
LIN,individual,SORBI_3010G170600,TG(18:2_20:2_22:2),0.455286,1.442492e-09
LIN,individual,SORBI_3010G170600,TG(18:2_20:3_22:0),0.561733,1.227939e-12
LIN,individual,SORBI_3010G170600,TG(18:3_18:3_18:3),0.45563,8.696769e-11
LIN,individual,SORBI_3010G170700,TG(18:2_18:2_18:4),0.928327,3.972938e-09
LIN,individual,SORBI_3010G170700,TG(18:2_20:2_22:2),0.942515,1.442492e-09
LIN,individual,SORBI_3010G170700,TG(18:2_20:3_22:0),0.963194,1.227939e-12
LIN,individual,SORBI_3010G170700,TG(18:3_18:3_18:3),0.951499,8.696769e-11
LIN,individual,SORBI_3010G170900,TG(18:2_18:2_18:4),0.589373,3.972938e-09
LIN,individual,SORBI_3010G170900,TG(18:2_18:3_22:1),1,4.660156e-12
LIN,individual,SORBI_3010G170900,TG(18:2_20:2_22:2),0.60733,1.442492e-09
LIN,individual,SORBI_3010G170900,TG(18:2_20:3_22:0),0.65057,1.227939e-12
LIN,individual,SORBI_3010G170900,TG(18:3_18:3_18:3),0.60733,5.066037e-11
LIN,individual,SORBI_3010G171000,TG(18:2_20:3_22:0),0.577074,3.125913e-12
LIN,individual,SORBI_3010G171000,TG(18:3_18:3_18:3),0.577074,5.066037e-11
LIN,individual,SORBI_3010G171400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.442102,1.093008e-11
LIN,individual,SORBI_3010G171400,PC(18:2_20:4),1,5.519015e-12
LIN,individual,SORBI_3010G171501,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.725449,1.093008e-11
LIN,individual,SORBI_3010G171600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.744436,1.093008e-11
LIN,individual,SORBI_3010G171800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.470025,1.093008e-11
LIN,individual,SORBI_3010G171900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.455863,2.547506e-09
LIN,individual,SORBI_3010G172200,TG(18:2_18:2_18:4),1,2.404759e-09
LIN,individual,SORBI_3010G172200,TG(18:2_18:3_22:1),1,2.238122e-10
LIN,individual,SORBI_3010G172200,TG(18:2_20:3_22:0),1,2.075265e-09
LIN,individual,SORBI_3010G172200,TG(18:3_18:3_18:3),1,2.418094e-11
LIN,individual,SORBI_3010G172400,TG(18:2_20:3_22:0),0.417247,6.203469e-09
LIN,individual,SORBI_3010G172400,TG(18:3_18:3_18:3),0.459716,4.600699e-09
LIN,individual,SORBI_3010G172600,TG(18:2_18:2_18:4),0.591573,2.404759e-09
LIN,individual,SORBI_3010G172600,TG(18:2_20:3_22:0),0.676631,2.075265e-09
LIN,individual,SORBI_3010G172600,TG(18:3_18:3_18:3),0.957117,2.418094e-11
LIN,individual,SORBI_3010G172666,TG(18:2_18:2_18:4),0.495525,2.404759e-09
LIN,individual,SORBI_3010G172666,TG(18:2_20:3_22:0),0.646881,2.075265e-09
LIN,individual,SORBI_3010G172666,TG(18:3_18:3_18:3),0.747382,2.418094e-11
LIN,individual,SORBI_3010G172800,TG(18:2_18:2_18:4),0.417034,2.404759e-09
LIN,individual,SORBI_3010G172800,TG(18:2_20:3_22:0),0.5944,2.075265e-09
LIN,individual,SORBI_3010G172800,TG(18:3_18:3_18:3),0.711067,2.418094e-11
LIN,individual,SORBI_3010G173500,TG(18:3_18:3_18:3),0.683768,4.600699e-09
LIN,individual,SORBI_3010G173550,TG(18:3_18:3_18:3),0.683768,4.600699e-09
LIN,individual,SORBI_3010G174700,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.444268,7.634239e-09
LIN,individual,SORBI_3010G175200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.639115,7.634239e-09
LIN,individual,SORBI_3010G175200,TG(14:0_18:3_18:3),0.432048,4.29235e-10
LIN,individual,SORBI_3010G175350,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.69936,1.123832e-09
LIN,individual,SORBI_3010G175350,TG(14:0_18:3_18:3),0.574632,4.29235e-10
LIN,individual,SORBI_3010G175400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,1.123832e-09
LIN,individual,SORBI_3010G175400,TG(14:0_18:3_18:3),0.63041,4.29235e-10
LIN,individual,SORBI_3010G175800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.931165,1.123832e-09
LIN,individual,SORBI_3010G175800,TG(14:0_18:3_18:3),0.583611,4.29235e-10
LIN,individual,SORBI_3010G175900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.783378,1.123832e-09
LIN,individual,SORBI_3010G175900,TG(14:0_18:3_18:3),0.520178,4.29235e-10
LIN,individual,SORBI_3010G176000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.53916,7.634239e-09
LIN,individual,SORBI_3010G176000,TG(14:0_18:3_18:3),0.411874,4.29235e-10
LIN,individual,SORBI_3010G179000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.533587,6.758472e-09
LIN,individual,SORBI_3010G179150,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.401142,6.758472e-09
LIN,individual,SORBI_3010G179800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.480402,6.758472e-09
LIN,individual,SORBI_3010G179850,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.437551,6.758472e-09
LIN,individual,SORBI_3010G179900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.432337,6.758472e-09
LIN,individual,SORBI_3010G180000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.482004,6.758472e-09
LIN,individual,SORBI_3010G180100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.527727,6.758472e-09
LIN,individual,SORBI_3010G180200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.546134,6.758472e-09
LIN,individual,SORBI_3010G180350,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.911995,6.758472e-09
LIN,individual,SORBI_3010G180400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.904662,6.758472e-09
LIN,individual,SORBI_3010G180500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.915236,6.758472e-09
LIN,individual,SORBI_3010G180800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.827253,5.823838e-13
LIN,individual,SORBI_3010G181200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.608201,5.823838e-13
LIN,individual,SORBI_3010G182000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.742486,5.823838e-13
LIN,individual,SORBI_3010G182100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.897719,5.823838e-13
LIN,individual,SORBI_3010G182200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,5.823838e-13
LIN,individual,SORBI_3010G182300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.491386,1.628577e-10
LIN,individual,SORBI_3010G182600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,5.823838e-13
LIN,individual,SORBI_3010G183600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.425738,7.89402e-12
LIN,individual,SORBI_3010G183800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.419411,7.89402e-12
LIN,individual,SORBI_3010G183900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.531012,8.29264e-13
LIN,individual,SORBI_3010G184100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,5.823838e-13
LIN,individual,SORBI_3010G185000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.424332,8.29264e-13
LIN,individual,SORBI_3010G185100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.435865,8.29264e-13
LIN,individual,SORBI_3010G189900,"13-Keto-9Z,11E-octadecadienoic acid",0.429245,6.233616e-09
LIN,individual,SORBI_3010G189900,13S-HOTrE,0.429245,6.233606e-09
LIN,individual,SORBI_3010G190350,"13-Keto-9Z,11E-octadecadienoic acid",0.488835,6.233616e-09
LIN,individual,SORBI_3010G190350,13S-HOTrE,0.488835,6.233606e-09
LIN,individual,SORBI_3010G190400,"13-Keto-9Z,11E-octadecadienoic acid",0.630263,6.233616e-09
LIN,individual,SORBI_3010G190400,13S-HOTrE,0.630263,6.233606e-09
LIN,individual,SORBI_3010G190600,"13-Keto-9Z,11E-octadecadienoic acid",0.636725,6.233616e-09
LIN,individual,SORBI_3010G190600,13S-HOTrE,0.636725,6.233606e-09
LIN,individual,SORBI_3010G190700,"13-Keto-9Z,11E-octadecadienoic acid",0.643048,6.233616e-09
LIN,individual,SORBI_3010G190700,13S-HOTrE,0.643048,6.233606e-09
LIN,individual,SORBI_3010G190800,"13-Keto-9Z,11E-octadecadienoic acid",0.530022,6.233616e-09
LIN,individual,SORBI_3010G190800,13S-HOTrE,0.530022,6.233606e-09
LIN,individual,SORBI_3010G191400,"13-Keto-9Z,11E-octadecadienoic acid",0.511756,6.233616e-09
LIN,individual,SORBI_3010G191400,13S-HOTrE,0.511756,6.233606e-09
LIN,individual,SORBI_3010G191600,"13-Keto-9Z,11E-octadecadienoic acid",0.573846,6.233616e-09
LIN,individual,SORBI_3010G191600,13S-HOTrE,0.573846,6.233606e-09
LIN,individual,SORBI_3010G191700,"13-Keto-9Z,11E-octadecadienoic acid",0.417937,6.233616e-09
LIN,individual,SORBI_3010G191700,13S-HOTrE,0.417937,6.233606e-09
LIN,individual,SORBI_3010G191800,"13-Keto-9Z,11E-octadecadienoic acid",0.410434,6.233616e-09
LIN,individual,SORBI_3010G191800,13S-HOTrE,0.410434,6.233606e-09
LIN,individual,SORBI_3010G191900,"13-Keto-9Z,11E-octadecadienoic acid",0.511441,6.233616e-09
LIN,individual,SORBI_3010G191900,13S-HOTrE,0.511441,6.233606e-09
LIN,individual,SORBI_3010G213400,FA(22:1),0.401825,5.788243e-15
LIN,individual,SORBI_3010G213900,FA(22:1),0.41533,1.237227e-14
LIN,individual,SORBI_3010G214100,FA(22:1),0.590019,5.788243e-15
LIN,individual,SORBI_3010G214100,PC(18:2_20:4),0.520497,5.997854e-09
LIN,individual,SORBI_3010G214150,FA(22:1),1,5.788243e-15
LIN,individual,SORBI_3010G214150,PC(18:2_20:4),0.542462,5.997854e-09
LIN,individual,SORBI_3010G214200,FA(22:1),0.973588,5.788243e-15
LIN,individual,SORBI_3010G214200,PC(18:2_20:4),0.496779,5.997854e-09
LIN,individual,SORBI_3010G214300,FA(22:1),1,5.788243e-15
LIN,individual,SORBI_3010G214300,PC(18:2_20:4),0.66326,5.997854e-09
LIN,individual,SORBI_3010G214400,FA(22:1),0.555985,5.788243e-15
LIN,individual,SORBI_3010G214700,FA(22:1),0.500204,5.788243e-15
LIN,individual,SORBI_3010G214700,PC(18:2_20:4),0.555068,5.997854e-09
LIN,individual,SORBI_3010G214800,FA(22:1),0.712613,5.788243e-15
LIN,individual,SORBI_3010G214800,PC(18:2_20:4),0.862589,5.997854e-09
LIN,individual,SORBI_3010G214900,FA(22:1),0.749571,5.788243e-15
LIN,individual,SORBI_3010G214900,PC(18:2_20:4),0.916782,5.997854e-09
LIN,individual,SORBI_3010G214950,FA(22:1),0.712613,5.788243e-15
LIN,individual,SORBI_3010G214950,PC(18:2_20:4),0.862589,5.997854e-09
LIN,individual,SORBI_3010G215100,FA(22:1),0.549718,3.794408e-17
LIN,individual,SORBI_3010G215100,PC(18:2_20:4),0.691141,5.997854e-09
LIN,individual,SORBI_3010G215201,FA(22:1),0.703357,3.794408e-17
LIN,individual,SORBI_3010G215201,PC(18:2_20:4),0.876894,5.997854e-09
LIN,individual,SORBI_3010G215300,FA(22:1),0.699171,3.794408e-17
LIN,individual,SORBI_3010G215300,PC(18:2_20:4),0.86989,5.997854e-09
LIN,individual,SORBI_3010G215400,FA(22:1),0.703357,3.794408e-17
LIN,individual,SORBI_3010G215400,PC(18:2_20:4),0.876894,5.997854e-09
LIN,individual,SORBI_3010G215500,FA(22:1),0.694325,3.794408e-17
LIN,individual,SORBI_3010G215500,PC(18:2_20:4),0.865983,5.997854e-09
LIN,individual,SORBI_3010G215600,FA(22:1),0.464907,3.794408e-17
LIN,individual,SORBI_3010G215600,PC(18:2_20:4),0.589731,5.997854e-09
LIN,individual,SORBI_3010G216200,FA(22:1),0.569193,8.736378e-12
LIN,individual,SORBI_3010G216400,FA(22:1),0.504135,1.104178e-10
LIN,individual,SORBI_3010G216500,FA(22:1),1,3.794408e-17
LIN,individual,SORBI_3010G216500,PC(18:2_20:4),0.594836,5.997854e-09
LIN,individual,SORBI_3010G217200,FA(22:1),0.41719,3.794408e-17
LIN,individual,SORBI_3010G217400,FA(22:1),0.790126,3.794408e-17
LIN,individual,SORBI_3010G217466,FA(22:1),1,3.794408e-17
LIN,individual,SORBI_3010G221400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.459699,2.844288e-09
LIN,individual,SORBI_3010G221400,FA(22:1),0.972694,2.538942e-11
LIN,individual,SORBI_3010G221400,PC(18:2_20:4),0.928031,5.080883e-10
LIN,individual,SORBI_3010G221500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.402495,2.844288e-09
LIN,individual,SORBI_3010G221500,FA(22:1),0.812688,2.538942e-11
LIN,individual,SORBI_3010G221500,PC(18:2_20:4),0.935314,5.080883e-10
LIN,individual,SORBI_3010G221600,FA(22:1),0.697631,2.538942e-11
LIN,individual,SORBI_3010G221600,PC(18:2_20:4),0.708009,5.080883e-10
LIN,individual,SORBI_3010G222000,FA(22:1),0.720589,2.538942e-11
LIN,individual,SORBI_3010G222000,PC(18:2_20:4),0.730502,5.080883e-10
LIN,individual,SORBI_3010G222050,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.400381,2.844288e-09
LIN,individual,SORBI_3010G222050,FA(22:1),0.970743,2.538942e-11
LIN,individual,SORBI_3010G222050,PC(18:2_20:4),1,5.080883e-10
LIN,individual,SORBI_3010G222200,PC(18:2_20:4),0.458779,3.693967e-09
LIN,individual,SORBI_3010G222400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.413261,2.844288e-09
LIN,individual,SORBI_3010G222400,FA(22:1),0.971674,2.538942e-11
LIN,individual,SORBI_3010G222400,PC(18:2_20:4),1,5.080883e-10
LIN,individual,SORBI_3010G222666,FA(22:1),0.495582,4.414073e-10
LIN,individual,SORBI_3010G222666,PC(18:2_20:4),0.606593,5.643544e-09
LIN,individual,SORBI_3010G222732,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.45224,2.844288e-09
LIN,individual,SORBI_3010G222732,FA(22:1),0.498851,2.538942e-11
LIN,individual,SORBI_3010G222732,PC(18:2_20:4),0.609707,5.080883e-10
LIN,individual,SORBI_3010G222800,FA(22:1),0.575313,2.538942e-11
LIN,individual,SORBI_3010G222800,PC(18:2_20:4),0.602425,5.080883e-10
LIN,individual,SORBI_3010G223900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.480079,2.844288e-09
LIN,individual,SORBI_3010G223900,FA(22:1),1,2.538942e-11
LIN,individual,SORBI_3010G223900,PC(18:2_20:4),0.792479,5.080883e-10
LIN,individual,SORBI_3010G224100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.480079,2.844288e-09
LIN,individual,SORBI_3010G224100,FA(22:1),1,2.538942e-11
LIN,individual,SORBI_3010G224100,PC(18:2_20:4),0.792479,5.080883e-10
LIN,individual,SORBI_3010G224200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.931832,2.844288e-09
LIN,individual,SORBI_3010G224200,FA(22:1),0.581049,2.538942e-11
LIN,individual,SORBI_3010G224200,PC(18:2_20:4),0.489096,5.080883e-10
LIN,individual,SORBI_3010G224300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.931832,2.844288e-09
LIN,individual,SORBI_3010G224300,FA(22:1),0.581049,2.538942e-11
LIN,individual,SORBI_3010G224300,PC(18:2_20:4),0.489096,5.080883e-10
LIN,individual,SORBI_3010G224400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.931832,2.844288e-09
LIN,individual,SORBI_3010G224400,FA(22:1),0.581049,2.538942e-11
LIN,individual,SORBI_3010G224400,PC(18:2_20:4),0.489096,5.080883e-10
LIN,individual,SORBI_3010G224501,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.91256,2.844288e-09
LIN,individual,SORBI_3010G224501,FA(22:1),0.564087,2.538942e-11
LIN,individual,SORBI_3010G224501,PC(18:2_20:4),0.470064,5.080883e-10
LIN,individual,SORBI_3010G226300,"13-Keto-9Z,11E-octadecadienoic acid",1,7.513906e-09
LIN,individual,SORBI_3010G226300,13S-HOTrE,1,7.513918e-09
LIN,sumratio,SORBI_3001G026700,FA,0.930575,7.711271e-10
LIN,sumratio,SORBI_3001G026700,Sum_SQDG_over_FA_log10ratio,0.930575,5.017854e-09
LIN,sumratio,SORBI_3001G026800,FA,0.642143,7.711271e-10
LIN,sumratio,SORBI_3001G026800,Sum_SQDG_over_FA_log10ratio,0.642143,5.017854e-09
LIN,sumratio,SORBI_3001G026900,FA,0.59253,7.711271e-10
LIN,sumratio,SORBI_3001G026900,Sum_SQDG_over_FA_log10ratio,0.59253,5.017854e-09
LIN,sumratio,SORBI_3001G026950,FA,0.718103,7.711271e-10
LIN,sumratio,SORBI_3001G026950,Sum_SQDG_over_FA_log10ratio,0.718103,5.017854e-09
LIN,sumratio,SORBI_3001G027000,FA,0.603159,7.711271e-10
LIN,sumratio,SORBI_3001G027000,Sum_SQDG_over_FA_log10ratio,0.567118,5.017854e-09
LIN,sumratio,SORBI_3001G028100,FA,0.710179,7.711271e-10
LIN,sumratio,SORBI_3001G028100,Sum_SQDG_over_FA_log10ratio,0.604827,5.017854e-09
LIN,sumratio,SORBI_3001G028200,FA,1,7.711271e-10
LIN,sumratio,SORBI_3001G028200,Sum_SQDG_over_FA_log10ratio,0.83381,5.017854e-09
LIN,sumratio,SORBI_3001G028400,FA,0.970924,7.711271e-10
LIN,sumratio,SORBI_3001G028400,Sum_SQDG_over_FA_log10ratio,0.803164,5.017854e-09
LIN,sumratio,SORBI_3001G028500,FA,1,7.711271e-10
LIN,sumratio,SORBI_3001G028500,Sum_SQDG_over_FA_log10ratio,0.83381,5.017854e-09
LIN,sumratio,SORBI_3001G028700,FA,0.800753,7.711271e-10
LIN,sumratio,SORBI_3001G028700,Sum_SQDG_over_FA_log10ratio,0.756683,5.017854e-09
LIN,sumratio,SORBI_3001G030500,FA,0.557043,7.711271e-10
LIN,sumratio,SORBI_3001G030600,FA,0.443734,7.711271e-10
LIN,sumratio,SORBI_3001G030800,FA,0.482249,7.711271e-10
LIN,sumratio,SORBI_3001G031500,FA,0.504601,7.711271e-10
LIN,sumratio,SORBI_3001G031600,FA,0.521798,7.711271e-10
LIN,sumratio,SORBI_3001G031700,FA,0.465569,7.711271e-10
LIN,sumratio,SORBI_3001G031800,FA,0.453832,7.711271e-10
LIN,sumratio,SORBI_3001G031900,FA,0.453832,7.711271e-10
LIN,sumratio,SORBI_3001G032100,FA,0.553537,7.711271e-10
LIN,sumratio,SORBI_3001G032200,FA,0.52929,7.711271e-10
LIN,sumratio,SORBI_3001G032300,FA,0.487802,5.581256e-09
LIN,sumratio,SORBI_3001G032400,FA,0.49654,5.581256e-09
LIN,sumratio,SORBI_3001G032550,FA,0.401226,5.581256e-09
LIN,sumratio,SORBI_3001G032700,FA,0.427811,5.581256e-09
LIN,sumratio,SORBI_3001G032800,FA,0.603878,5.581256e-09
LIN,sumratio,SORBI_3001G032900,FA,0.427811,5.581256e-09
LIN,sumratio,SORBI_3001G033000,FA,0.471928,5.581256e-09
LIN,sumratio,SORBI_3001G098500,FA,0.531183,6.456808e-09
LIN,sumratio,SORBI_3001G099100,FA,0.783128,6.456808e-09
LIN,sumratio,SORBI_3001G099400,FA,0.621881,6.456808e-09
LIN,sumratio,SORBI_3001G099500,FA,0.456367,6.456808e-09
LIN,sumratio,SORBI_3001G099600,FA,0.531919,6.456808e-09
LIN,sumratio,SORBI_3001G099800,FA,0.785256,6.456808e-09
LIN,sumratio,SORBI_3001G100000,FA,0.745435,6.456808e-09
LIN,sumratio,SORBI_3001G100200,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G100300,FA,0.802779,6.456808e-09
LIN,sumratio,SORBI_3001G100400,FA,0.903834,6.456808e-09
LIN,sumratio,SORBI_3001G100501,FA,0.819795,6.456808e-09
LIN,sumratio,SORBI_3001G100600,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G100650,FA,0.651971,6.456808e-09
LIN,sumratio,SORBI_3001G100800,FA,0.93738,6.456808e-09
LIN,sumratio,SORBI_3001G100900,FA,0.926495,6.456808e-09
LIN,sumratio,SORBI_3001G101000,FA,0.819795,6.456808e-09
LIN,sumratio,SORBI_3001G101100,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G101200,FA,0.776762,6.456808e-09
LIN,sumratio,SORBI_3001G101300,FA,0.814994,6.456808e-09
LIN,sumratio,SORBI_3001G101400,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G101650,FA,0.750613,6.456808e-09
LIN,sumratio,SORBI_3001G101700,FA,0.991537,6.456808e-09
LIN,sumratio,SORBI_3001G101900,FA,0.952101,6.456808e-09
LIN,sumratio,SORBI_3001G102000,FA,0.802779,6.456808e-09
LIN,sumratio,SORBI_3001G102150,FA,0.778944,6.456808e-09
LIN,sumratio,SORBI_3001G102200,FA,0.819795,6.456808e-09
LIN,sumratio,SORBI_3001G102300,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G103300,FA,0.802779,6.456808e-09
LIN,sumratio,SORBI_3001G103900,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G104000,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G104300,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G104400,FA,0.811387,6.456808e-09
LIN,sumratio,SORBI_3001G104700,FA,0.666811,6.456808e-09
LIN,sumratio,SORBI_3001G164100,Cer,0.401643,2.886439e-09
LIN,sumratio,SORBI_3001G164200,Cer,0.909602,2.886439e-09
LIN,sumratio,SORBI_3001G164800,Cer,1,2.886439e-09
LIN,sumratio,SORBI_3001G165000,Cer,0.850742,2.886439e-09
LIN,sumratio,SORBI_3001G165100,Cer,0.880777,2.886439e-09
LIN,sumratio,SORBI_3001G165200,Cer,0.893042,2.886439e-09
LIN,sumratio,SORBI_3001G165301,Cer,0.584243,2.886439e-09
LIN,sumratio,SORBI_3001G165401,Cer,0.558221,2.886439e-09
LIN,sumratio,SORBI_3001G166700,Cer,0.664832,2.886439e-09
LIN,sumratio,SORBI_3001G401700,FA,0.514916,2.943519e-09
LIN,sumratio,SORBI_3001G401800,FA,0.460807,2.943519e-09
LIN,sumratio,SORBI_3001G402300,FA,0.648714,2.943519e-09
LIN,sumratio,SORBI_3001G403200,FA,0.815165,2.943519e-09
LIN,sumratio,SORBI_3001G403700,FA,0.764996,2.943519e-09
LIN,sumratio,SORBI_3001G404400,FA,0.517929,2.943519e-09
LIN,sumratio,SORBI_3001G406700,FA,0.445576,2.943519e-09
LIN,sumratio,SORBI_3001G414400,FA,0.926497,5.724758e-09
LIN,sumratio,SORBI_3001G414650,FA,0.866717,5.724758e-09
LIN,sumratio,SORBI_3001G414800,FA,0.86519,5.724758e-09
LIN,sumratio,SORBI_3001G415901,FA,0.455702,5.724758e-09
LIN,sumratio,SORBI_3001G489500,FA,0.433578,1.184417e-09
LIN,sumratio,SORBI_3001G492900,FA,0.684074,1.184417e-09
LIN,sumratio,SORBI_3001G493001,FA,1,1.184417e-09
LIN,sumratio,SORBI_3001G500700,FA,1,4.601483e-09
LIN,sumratio,SORBI_3002G185200,FA,0.405883,8.558566e-11
LIN,sumratio,SORBI_3002G185300,FA,0.498699,8.558566e-11
LIN,sumratio,SORBI_3002G185400,FA,0.498699,8.558566e-11
LIN,sumratio,SORBI_3002G185500,FA,0.489007,8.558566e-11
LIN,sumratio,SORBI_3002G185600,FA,0.725948,8.558566e-11
LIN,sumratio,SORBI_3002G185800,FA,0.650955,8.558566e-11
LIN,sumratio,SORBI_3002G185900,FA,0.592409,8.558566e-11
LIN,sumratio,SORBI_3002G186000,FA,0.617701,8.558566e-11
LIN,sumratio,SORBI_3002G186300,FA,0.688695,8.558566e-11
LIN,sumratio,SORBI_3002G186400,FA,0.693482,8.558566e-11
LIN,sumratio,SORBI_3002G186700,FA,0.467911,8.558566e-11
LIN,sumratio,SORBI_3002G186800,FA,1,8.558566e-11
LIN,sumratio,SORBI_3002G187100,FA,1,8.558566e-11
LIN,sumratio,SORBI_3002G187200,FA,1,8.558566e-11
LIN,sumratio,SORBI_3002G187300,FA,1,8.558566e-11
LIN,sumratio,SORBI_3002G187350,FA,0.841739,8.558566e-11
LIN,sumratio,SORBI_3002G187400,FA,0.596854,8.558566e-11
LIN,sumratio,SORBI_3002G187500,FA,0.481719,8.558566e-11
LIN,sumratio,SORBI_3002G187600,FA,0.693455,8.558566e-11
LIN,sumratio,SORBI_3002G188200,FA,0.629896,8.558566e-11
LIN,sumratio,SORBI_3002G189100,FA,0.430461,7.831126e-09
LIN,sumratio,SORBI_3002G208900,FA,0.442174,1.546857e-10
LIN,sumratio,SORBI_3002G209000,FA,0.441713,1.546857e-10
LIN,sumratio,SORBI_3002G210150,FA,0.594949,1.546857e-10
LIN,sumratio,SORBI_3002G210200,FA,0.519839,1.546857e-10
LIN,sumratio,SORBI_3002G210300,FA,0.556621,1.546857e-10
LIN,sumratio,SORBI_3002G210401,FA,0.753324,1.546857e-10
LIN,sumratio,SORBI_3002G210500,FA,0.598499,1.546857e-10
LIN,sumratio,SORBI_3002G210700,FA,0.640483,1.546857e-10
LIN,sumratio,SORBI_3002G210800,FA,0.874417,1.546857e-10
LIN,sumratio,SORBI_3002G210901,FA,0.679805,1.546857e-10
LIN,sumratio,SORBI_3002G211200,FA,0.6881,1.546857e-10
LIN,sumratio,SORBI_3002G211300,FA,0.692262,1.546857e-10
LIN,sumratio,SORBI_3002G211400,FA,0.682292,1.546857e-10
LIN,sumratio,SORBI_3002G211501,FA,0.761712,1.546857e-10
LIN,sumratio,SORBI_3002G211700,FA,0.74284,1.546857e-10
LIN,sumratio,SORBI_3003G086300,FA,0.528511,1.586353e-12
LIN,sumratio,SORBI_3003G086300,Sum_DGDG_over_FA_log10ratio,0.434251,6.154784e-09
