GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3002G166300							2	51999558	52003465	3.853181e-10	2	0.662622	1	FA
SORBI_3008G123500							8	54638938	54646023	4.386685e-10	2	0.416388	1	FA
SORBI_3008G123801	Uncharacterized protein	""	""	""	""	""	8	54680184	54692941	4.386685e-10	3	0.610902	1	FA
SORBI_3008G124100	Uncharacterized protein	""	""	""	defense response(GO:0006952)	""	8	54748464	54749173	4.386685e-10	3	0.925499	1	FA
SORBI_3008G124500	COI1 F-box domain-containing protein	OS12G0552700 PROTEIN (PTHR13318:SF272)	""	""	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	SCF ubiquitin ligase complex(GO:0019005)	8	54784523	54788755	4.386685e-10	3	0.550001	1	FA
SORBI_3010G222666	Zinc finger GRF-type domain-containing protein	""	""	""	""	""	10	56482195	56483434	4.414073e-10	1	0.487491	1	FA
SORBI_3004G030900							4	2479331	2485009	4.585164e-10	2	0.464683	1	FA
SORBI_3004G031700							4	2554115	2562660	4.585164e-10	2	0.461629	1	FA
SORBI_3004G032100							4	2592886	2596391	4.585164e-10	2	0.433345	1	FA
SORBI_3001G213666	Ubiquitin-like protease family profile domain-containing protein	""	""	""	""	""	1	19709699	19715230	4.874444e-10	3	0.454651	1	FA
SORBI_3005G107300	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31865:SF0)	""	""	""	""	5	20215310	20216682	5.031732e-10	23	0.893218	2	PS; Sum_PC_over_PS_log10safe
SORBI_3004G342000	aldehyde oxygenase (deformylating)	VERY-LONG-CHAIN ALDEHYDE DECARBONYLASE CER1 (PTHR11863:SF193)	oxidase(PC00175)	iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);lyase activity(GO:0016829);aldehyde oxygenase (deformylating) activity(GO:0071771)	response to stress(GO:0006950);lipid biosynthetic process(GO:0008610)	endoplasmic reticulum membrane(GO:0005789)	4	67318157	67322074	6.077509e-10	1	0.418877	1	FA
SORBI_3007G048900	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR36140:SF3)	""	""	""	""	7	4845683	4847065	6.127636e-10	2	0.602167	1	FA
SORBI_3001G213300	Cytochrome P450	CYTOCHROME P450 86B1 (PTHR24296:SF3)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)	lipid metabolic process(GO:0006629)	membrane(GO:0016020)	1	19695007	19699206	6.804785e-10	1	0.426626	1	FA
SORBI_3007G179100	Uncharacterized protein	""	""	""	""	""	7	61239373	61240655	7.004554e-10	4	0.593954	1	FA
SORBI_3007G179750	Ig-like domain-containing protein	CYTOCHROME P450 78A9 (PTHR47946:SF23)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)	system development(GO:0048731)	""	7	61276500	61279595	7.004554e-10	4	0.647992	1	FA
SORBI_3007G179900	Probable 6-phosphogluconolactonase	6-PHOSPHOGLUCONOLACTONASE 3, CHLOROPLASTIC-RELATED (PTHR11054:SF3)	hydrolase(PC00121)	hydrolase activity(GO:0016787);6-phosphogluconolactonase activity(GO:0017057)	carbohydrate metabolic process(GO:0005975);pentose-phosphate shunt(GO:0006098);pentose-phosphate shunt, oxidative branch(GO:0009051)	cytoplasm(GO:0005737);cytosol(GO:0005829)	7	61339285	61341467	7.004554e-10	4	0.439634	1	FA
SORBI_3007G180200	LRAT domain-containing protein	OS08G0546900 PROTEIN (PTHR46137:SF20)	""	""	""	""	7	61366688	61370740	7.004554e-10	4	0.518843	1	FA
SORBI_3007G180300	HSF-type DNA-binding domain-containing protein	HSF-TYPE DNA-BINDING DOMAIN-CONTAINING PROTEIN (PTHR10015:SF431)	winged helix/forkhead transcription factor(PC00246)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	7	61379333	61382309	7.004554e-10	4	0.519538	1	FA
SORBI_3007G180450	Peptidase S54 rhomboid domain-containing protein	OS06G0509600 PROTEIN (PTHR31375:SF124)	""	serine-type endopeptidase activity(GO:0004252);hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);galacturan 1,4-alpha-galacturonidase activity(GO:0047911)	carbohydrate metabolic process(GO:0005975);proteolysis(GO:0006508);cell wall organization(GO:0071555)	cytoplasm(GO:0005737);endomembrane system(GO:0012505);membrane(GO:0016020)	7	61388082	61395947	7.004554e-10	4	1	1	FA
SORBI_3007G180800	Uncharacterized protein	""	""	""	""	""	7	61408119	61409141	7.004554e-10	4	0.975732	1	FA
SORBI_3007G182700	DNA polymerase delta subunit 4	DNA POLYMERASE DELTA SUBUNIT 4 (PTHR14303:SF16)	DNA-directed DNA polymerase(PC00018)	DNA-directed DNA polymerase activity(GO:0003887)	DNA synthesis involved in DNA repair(GO:0000731);DNA replication(GO:0006260);DNA-templated DNA replication(GO:0006261)	delta DNA polymerase complex(GO:0043625)	7	61589121	61589665	7.004554e-10	4	0.444953	1	FA
SORBI_3007G183050	Transcription factor	TRANSCRIPTION FACTOR (PTHR11514:SF140)	""	transcription cis-regulatory region binding(GO:0000976);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	7	61608735	61609526	7.004554e-10	4	1	1	FA
SORBI_3001G512100	Magnesium transporter	MAGNESIUM TRANSPORTER MRS2-H-RELATED (PTHR13890:SF36)	RNA splicing factor(PC00148)	magnesium ion transmembrane transporter activity(GO:0015095)	monoatomic ion transport(GO:0006811);magnesium ion transport(GO:0015693);magnesium ion transmembrane transport(GO:1903830)	membrane(GO:0016020)	1	78001611	78004021	7.186113e-10	2	0.510771	1	FA
SORBI_3001G512200	Cytochrome b561 domain-containing protein	EXPRESSED PROTEIN (PTHR36738:SF1)	""	""	""	""	1	78002805	78005853	7.186113e-10	2	0.855017	1	FA
SORBI_3001G512300	Uncharacterized protein	MITOCHONDRIAL OUTER MEMBRANE PROTEIN PORIN 4 (PTHR11743:SF27)	voltage-gated ion channel(PC00241)	voltage-gated monoatomic anion channel activity(GO:0008308);porin activity(GO:0015288)	monoatomic ion transport(GO:0006811);response to bacterium(GO:0009617);transmembrane transport(GO:0055085);monoatomic anion transmembrane transport(GO:0098656)	mitochondrion(GO:0005739);mitochondrial outer membrane(GO:0005741);membrane(GO:0016020);pore complex(GO:0046930)	1	78006104	78009551	7.186113e-10	2	0.510183	1	FA
SORBI_3001G512400	CSC1-like protein	EXPRESSED PROTEIN (PTHR13018:SF114)	""	calcium-activated cation channel activity(GO:0005227)	monoatomic ion transmembrane transport(GO:0034220);monoatomic cation transmembrane transport(GO:0098655)	plasma membrane(GO:0005886);membrane(GO:0016020)	1	78011687	78014384	7.186113e-10	2	0.461637	1	FA
SORBI_3005G175300	Uncharacterized protein	OS02G0448600 PROTEIN (PTHR33270:SF6)	""	""	""	""	5	65697123	65700159	7.264536e-10	2	1	1	FA
SORBI_3005G175400	Uncharacterized protein	""	""	""	""	""	5	65714988	65717414	7.264536e-10	2	0.529212	1	FA
SORBI_3005G175500	Uncharacterized protein	OS07G0628900 PROTEIN (PTHR27002:SF803)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to stress(GO:0006950);immune response(GO:0006955);signal transduction(GO:0007165)	plasma membrane(GO:0005886);membrane(GO:0016020)	5	65725533	65735498	7.264536e-10	2	0.589324	1	FA
SORBI_3001G056200	rRNA-processing protein EFG1	RRNA-PROCESSING PROTEIN EFG1 (PTHR33911:SF1)	""	""	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000462);rRNA processing(GO:0006364)	nucleolus(GO:0005730)	1	4205051	4210242	7.741034e-10	4	0.658769	1	FA
SORBI_3001G056601	tryptophan synthase	""	""	tryptophan synthase activity(GO:0004834);lyase activity(GO:0016829)	L-tryptophan biosynthetic process(GO:0000162);L-tryptophan metabolic process(GO:0006568);amino acid biosynthetic process(GO:0008652);aromatic amino acid family biosynthetic process(GO:0009073)	""	1	4267205	4272781	7.741034e-10	3	0.462705	1	FA
SORBI_3001G057100	Plant-specific domain TIGR01615 family protein	OS03G0796600 PROTEIN (PTHR31579:SF1)	""	""	""	""	1	4299495	4301798	7.741034e-10	4	1	1	FA
SORBI_3001G060100							1	4502761	4511929	7.741034e-10	4	0.543943	1	FA
SORBI_3004G076000	Glutaredoxin-dependent peroxiredoxin	PEROXIREDOXIN-5, MITOCHONDRIAL (PTHR10430:SF16)	oxidoreductase(PC00176)	peroxidase activity(GO:0004601);thioredoxin peroxidase activity(GO:0008379);antioxidant activity(GO:0016209);oxidoreductase activity(GO:0016491)	cellular response to oxidative stress(GO:0034599);hydrogen peroxide catabolic process(GO:0042744);cell redox homeostasis(GO:0045454);cellular oxidant detoxification(GO:0098869)	cytoplasm(GO:0005737)	4	6195752	6196987	8.023327e-10	1	0.434832	1	Cer
SORBI_3004G076300	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33052:SF170)	""	""	""	""	4	6221311	6221922	8.023327e-10	1	0.728886	1	Cer
SORBI_3004G076400	B box-type domain-containing protein	PLATZ TRANSCRIPTION FACTOR FAMILY PROTEIN (PTHR31065:SF49)	DNA-binding transcription factor(PC00218)	""	""	""	4	6234594	6237205	8.023327e-10	1	0.875556	1	Cer
SORBI_3004G078700	TBCC domain-containing protein 1	TBCC DOMAIN-CONTAINING PROTEIN 1 (PTHR16052:SF0)	""	""	""	spindle pole(GO:0000922)	4	6478090	6486468	8.023327e-10	1	0.51053	1	Cer
SORBI_3006G184300	F-box domain-containing protein	OS04G0571300 PROTEIN (PTHR31960:SF30)	""	""	""	""	6	53935224	53938399	8.082199e-10	2	0.426999	1	FA
SORBI_3001G059900							1	4485263	4490388	8.316717e-10	3	0.423203	1	FA
SORBI_3001G011400							1	998360	1002297	8.446954e-10	13	0.570084	12	Sum_PA_over_AEG_log10safe; Sum_PA_over_Cer_log10safe; Sum_PA_over_DG_log10safe; Sum_PA_over_FA_log10safe; Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe; Sum_PA_over_MG_log10safe; Sum_PA_over_PS_log10safe; Sum_PA_over_SM_log10safe; Sum_PA_over_SQDG_log10safe; Sum_PA_over_TG_log10safe
SORBI_3001G011600							1	1004121	1006547	8.446954e-10	12	0.52401	12	Sum_PA_over_AEG_log10safe; Sum_PA_over_Cer_log10safe; Sum_PA_over_DG_log10safe; Sum_PA_over_FA_log10safe; Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe; Sum_PA_over_MG_log10safe; Sum_PA_over_PS_log10safe; Sum_PA_over_SM_log10safe; Sum_PA_over_SQDG_log10safe; Sum_PA_over_TG_log10safe
SORBI_3001G012000	4-hydroxyphenylacetaldehyde oxime monooxygenase	CYTOCHROME P450 71B10 (PTHR47956:SF80)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)	""	membrane(GO:0016020)	1	1031520	1034071	8.446954e-10	14	0.562868	13	FA; Sum_PA_over_AEG_log10safe; Sum_PA_over_Cer_log10safe; Sum_PA_over_DG_log10safe; Sum_PA_over_FA_log10safe; Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe; Sum_PA_over_MG_log10safe; Sum_PA_over_PS_log10safe; Sum_PA_over_SM_log10safe; Sum_PA_over_SQDG_log10safe; Sum_PA_over_TG_log10safe
SORBI_3001G012500	glutathione transferase	GLUTATHIONE S-TRANSFERASE GSTF2-RELATED (PTHR43900:SF39)	transferase(PC00220)	glutathione transferase activity(GO:0004364);transferase activity(GO:0016740);glutathione binding(GO:0043295)	glutathione metabolic process(GO:0006749);response to herbicide(GO:0009635)	cytoplasm(GO:0005737)	1	1169607	1171177	8.446954e-10	13	0.568179	12	Sum_PA_over_AEG_log10safe; Sum_PA_over_Cer_log10safe; Sum_PA_over_DG_log10safe; Sum_PA_over_FA_log10safe; Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe; Sum_PA_over_MG_log10safe; Sum_PA_over_PS_log10safe; Sum_PA_over_SM_log10safe; Sum_PA_over_SQDG_log10safe; Sum_PA_over_TG_log10safe
SORBI_3001G012800	Nucleotide-diphospho-sugar transferase domain-containing protein	NUCLEOTIDE-DIPHOSPHO-SUGAR TRANSFERASE FAMILY PROTEIN (PTHR46038:SF14)	""	""	""	""	1	1203141	1207730	8.446954e-10	13	0.560209	12	Sum_PA_over_AEG_log10safe; Sum_PA_over_Cer_log10safe; Sum_PA_over_DG_log10safe; Sum_PA_over_FA_log10safe; Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe; Sum_PA_over_MG_log10safe; Sum_PA_over_PS_log10safe; Sum_PA_over_SM_log10safe; Sum_PA_over_SQDG_log10safe; Sum_PA_over_TG_log10safe
SORBI_3002G185200	VQ domain-containing protein	VQ MOTIF-CONTAINING PROTEIN (PTHR33179:SF82)	""	""	""	""	2	56923688	56928881	8.629995e-10	3	0.409925	1	FA
SORBI_3005G117500	Uncharacterized protein	""	""	""	""	""	5	51689463	51692323	9.327954e-10	2	0.761344	1	FA
SORBI_3005G117600	Uncharacterized protein	LIPASE_LIPOOXYGENASE, PLAT_LH2 FAMILY PROTEIN (PTHR36330:SF2)	lipase(PC00143)	""	""	""	5	51748422	51749859	9.327954e-10	2	0.74341	1	FA
SORBI_3005G117700	Phytocyanin domain-containing protein	""	""	electron transfer activity(GO:0009055)	""	""	5	51750923	51751613	9.327954e-10	2	0.732627	1	FA
SORBI_3005G117801	CCHC-type domain-containing protein	OS10G0201600 PROTEIN (PTHR33087:SF38)	""	nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270)	""	""	5	51754050	51757155	9.327954e-10	2	0.743043	1	FA
SORBI_3005G118300	Phytocyanin domain-containing protein	""	""	electron transfer activity(GO:0009055)	""	""	5	51807190	51808133	9.327954e-10	2	0.414715	1	FA
SORBI_3005G118400	PLAT domain-containing protein	LIPASE_LIPOOXYGENASE, PLAT_LH2 FAMILY PROTEIN (PTHR36330:SF2)	lipase(PC00143)	""	""	""	5	51808626	51820846	9.327954e-10	2	0.627437	1	FA
SORBI_3005G118500	Uncharacterized protein	LIPASE_LIPOOXYGENASE, PLAT_LH2 FAMILY PROTEIN (PTHR36330:SF2)	lipase(PC00143)	""	""	""	5	51830500	51832137	9.327954e-10	2	0.411303	1	FA
SORBI_3005G118600	NB-ARC domain-containing protein	DISEASE RESISTANCE PROTEIN RGA2-LIKE (PTHR19338:SF73)	""	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ADP binding(GO:0043531)	defense response(GO:0006952);response to other organism(GO:0051707)	""	5	51832781	51839953	9.327954e-10	2	0.497984	1	FA
SORBI_3005G118800	NB-ARC domain-containing protein	NB-ARC DOMAIN-CONTAINING PROTEIN (PTHR36766:SF66)	""	ADP binding(GO:0043531)	defense response(GO:0006952)	""	5	51885587	51904233	9.327954e-10	2	0.488173	1	FA
SORBI_3005G118900	Uncharacterized protein	""	""	""	""	""	5	51897493	51899123	9.327954e-10	1	0.48009	1	FA
SORBI_3002G189100	glucan endo-1,3-beta-D-glucosidase	GLUCAN ENDO-1,3-BETA-D-GLUCOSIDASE 2 (PTHR31983:SF0)	""	hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);glucan endo-1,3-beta-D-glucosidase activity(GO:0042973);endo-1,3(4)-beta-glucanase activity(GO:0052861)	polysaccharide catabolic process(GO:0000272);cell wall organization(GO:0071555)	""	2	57517227	57520854	9.75955e-10	1	0.425728	1	FA
SORBI_3002G262600							2	64763780	64768317	1.214883e-09	1	0.553832	1	FA
SORBI_3002G262700							2	64770726	64774188	1.214883e-09	1	0.546452	1	FA
SORBI_3002G262800							2	64774935	64779960	1.214883e-09	1	0.561382	1	FA
SORBI_3002G262850							2	64778986	64781122	1.214883e-09	1	0.590554	1	FA
SORBI_3002G262900							2	64784435	64793311	1.214883e-09	1	0.590554	1	FA
SORBI_3002G263000							2	64795773	64802494	1.214883e-09	1	0.590554	1	FA
SORBI_3002G263100							2	64804254	64807107	1.214883e-09	1	0.598041	1	FA
SORBI_3002G263200	SAP domain-containing protein	OS09G0514700 PROTEIN (PTHR36376:SF1)	""	""	""	""	2	64816822	64824911	1.214883e-09	1	0.716377	1	FA
SORBI_3002G263300	Uncharacterized protein	""	""	""	""	""	2	64827066	64830199	1.214883e-09	1	0.753379	1	FA
SORBI_3002G263600	Transcription factor 25	RIBOSOME QUALITY CONTROL COMPLEX SUBUNIT TCF25 (PTHR22684:SF0)	""	""	""	RQC complex(GO:1990112)	2	64831867	64835913	1.214883e-09	1	0.730943	1	FA
SORBI_3002G263700	Bromo domain-containing protein	TAT-BINDING HOMOLOG 7 (PTHR23069:SF0)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	nucleotide binding(GO:0000166);chromatin binding(GO:0003682);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);histone binding(GO:0042393)	nucleosome assembly(GO:0006334);nucleosome disassembly(GO:0006337);transcription initiation-coupled chromatin remodeling(GO:0045815)	nucleus(GO:0005634)	2	64837619	64844707	1.214883e-09	1	1	1	FA
SORBI_3002G263800	Proteasome subunit beta	PROTEASOME SUBUNIT BETA TYPE-4 (PTHR11599:SF5)	protease(PC00190)	""	proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);proteolysis involved in protein catabolic process(GO:0051603)	proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome core complex(GO:0005839);proteasome core complex, beta-subunit complex(GO:0019774)	2	64845719	64848119	1.214883e-09	1	0.582977	1	FA
SORBI_3002G263900	Exocyst subunit Exo70 family protein	UPF0739 PROTEIN C1ORF74 (PTHR31366:SF2)	""	""	""	""	2	64848848	64852202	1.214883e-09	1	0.553832	1	FA
SORBI_3002G263400							2	64865450	64866333	1.214883e-09	1	0.765281	1	FA
SORBI_3002G264200	RRM domain-containing protein	FLOWERING TIME CONTROL PROTEIN FPA (PTHR23189:SF115)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)	""	nucleus(GO:0005634)	2	64879364	64885743	1.214883e-09	1	0.503487	1	FA
SORBI_3002G264300	Reticulon-like protein	3BETA-HYDROXYSTEROID-DEHYDROGENASE_DECARBOXYLASE ISOFORM 3 (PTHR10366:SF639)	dehydratase(PC00091)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)	steroid biosynthetic process(GO:0006694)	endoplasmic reticulum membrane(GO:0005789)	2	64887540	64892703	1.214883e-09	1	0.475635	1	FA
SORBI_3002G264400	Glyoxalase II protein	HYDROXYACYLGLUTATHIONE HYDROLASE 2, CHLOROPLASTIC-RELATED (PTHR11935:SF7)	""	hydroxyacylglutathione hydrolase activity(GO:0004416);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione(GO:0019243)	""	2	64892724	64897876	1.214883e-09	1	0.485298	1	FA
SORBI_3002G264500	DUF936 domain-containing protein	DUF936 DOMAIN-CONTAINING PROTEIN (PTHR31928:SF30)	""	""	""	""	2	64899118	64905470	1.214883e-09	1	0.805811	1	FA
SORBI_3002G264600	C2 domain-containing protein	BAG-ASSOCIATED GRAM PROTEIN 1 (PTHR47038:SF1)	""	""	""	membrane(GO:0016020)	2	64910802	64919023	1.214883e-09	1	0.841168	1	FA
SORBI_3002G265001	HORMA domain-containing protein	MEIOSIS-SPECIFIC PROTEIN HOP1 (PTHR48225:SF7)	""	""	synaptonemal complex assembly(GO:0007130);meiotic cell cycle(GO:0051321);meiotic recombination checkpoint signaling(GO:0051598)	synaptonemal complex(GO:0000795);nucleus(GO:0005634);chromosome(GO:0005694)	2	64938035	64944867	1.214883e-09	1	0.557262	1	FA
SORBI_3002G265100							2	64955005	64957176	1.214883e-09	1	0.584157	1	FA
SORBI_3002G265200							2	65036186	65039900	1.214883e-09	1	0.673197	1	FA
SORBI_3002G265400							2	65044268	65046625	1.214883e-09	1	0.415322	1	FA
SORBI_3002G265500							2	65047959	65049903	1.214883e-09	1	0.489204	1	FA
SORBI_3004G115000	BHLH domain-containing protein	TRANSCRIPTION FACTOR SPEECHLESS (PTHR46684:SF4)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);guard cell differentiation(GO:0010052);stomatal complex development(GO:0010374);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)	4	11752598	11757119	1.301869e-09	1	0.850713	5	Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_TG_log10safe
SORBI_3005G106800	Uncharacterized protein	""	""	""	""	""	5	20067987	20069866	1.395967e-09	2	0.404246	1	PS
SORBI_3009G016400	Uncharacterized protein	PHRAGMOPLASTIN INTERACTING PROTEIN 1 (PTHR23236:SF24)	translation initiation factor(PC00224)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);zinc ion binding(GO:0008270)	""	nucleus(GO:0005634)	9	1537743	1541703	1.420497e-09	2	0.409749	1	SM
SORBI_3009G016633	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR45675:SF50)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	9	1556843	1558610	1.420497e-09	2	0.889057	1	SM
SORBI_3009G016700	Glyceraldehyde-3-phosphate dehydrogenase	GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE GAPC1, CYTOSOLIC-RELATED (PTHR10836:SF112)	dehydrogenase(PC00092)	nucleotide binding(GO:0000166);glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity(GO:0004365);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor(GO:0016620);phosphate ion binding(GO:0042301);NADP binding(GO:0050661);NAD binding(GO:0051287);NAD+ binding(GO:0070403)	glucose metabolic process(GO:0006006);glycolytic process(GO:0006096)	cytosol(GO:0005829);protein-containing complex(GO:0032991)	9	1570356	1573214	1.420497e-09	2	0.976222	1	SM
SORBI_3002G226100	Protein disulfide-isomerase	PROTEIN DISULFIDE-ISOMERASE SCO2 (PTHR36035:SF1)	chaperone(PC00072)	""	""	""	2	61804183	61809086	1.613786e-09	2	0.615146	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G226200	Uncharacterized protein	""	""	""	""	""	2	61806297	61807704	1.613786e-09	2	0.615146	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G226900	Enoyl reductase (ER) domain-containing protein	PROSTAGLANDIN REDUCTASE 3 (PTHR43677:SF3)	oxidoreductase(PC00176)	zinc ion binding(GO:0008270);oxidoreductase activity(GO:0016491)	""	""	2	61878966	61894307	1.613786e-09	2	0.822191	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G227000	Enoyl reductase (ER) domain-containing protein	ENOYL REDUCTASE (ER) DOMAIN-CONTAINING PROTEIN (PTHR43677:SF8)	oxidoreductase(PC00176)	zinc ion binding(GO:0008270);oxidoreductase activity(GO:0016491)	""	""	2	61897851	61912190	1.613786e-09	2	0.780493	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G227100	Cyclin-dependent kinase inhibitor domain-containing protein	CYCLIN-DEPENDENT KINASE INHIBITOR 6 (PTHR46776:SF16)	kinase inhibitor(PC00139)	protein kinase inhibitor activity(GO:0004860);cyclin-dependent protein serine/threonine kinase inhibitor activity(GO:0004861)	positive regulation of DNA replication(GO:0045740);regulation of cell cycle(GO:0051726)	nucleus(GO:0005634)	2	61909895	61913947	1.613786e-09	2	0.780493	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G227200	J domain-containing protein	DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR21454:SF47)	""	iron ion binding(GO:0005506);metal ion binding(GO:0046872)	protein histidyl modification to diphthamide(GO:0017183)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783);cytosol(GO:0005829)	2	61920746	61924137	1.613786e-09	2	0.728307	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G227300	Uncharacterized protein	OS09G0460100 PROTEIN (PTHR36324:SF1)	""	""	""	""	2	61926478	61928948	1.613786e-09	2	0.728307	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G227400	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS04G0350000 PROTEIN (PTHR45613:SF2)	""	""	""	""	2	61930869	61933428	1.613786e-09	2	0.728307	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
SORBI_3002G227500	Protein transport protein SEC23	PROTEIN TRANSPORT PROTEIN SEC23 (PTHR11141:SF24)	vesicle coat protein(PC00235)	GTPase activator activity(GO:0005096);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);COPII-coated vesicle cargo loading(GO:0090110);COPII-coated vesicle budding(GO:0090114)	endoplasmic reticulum membrane(GO:0005789);ER to Golgi transport vesicle membrane(GO:0012507);COPII vesicle coat(GO:0030127);cytoplasmic vesicle(GO:0031410);endoplasmic reticulum exit site(GO:0070971)	2	61936520	61944823	1.613786e-09	2	0.728307	3	Sum_PA_over_GalCer_log10safe; Sum_PA_over_LPC_log10safe; Sum_PA_over_LPE_log10safe
