"Condition","Theme","GeneID","GeneName","Family_SubFamily","Protein_class","GO_MF","GO_BP","Best_P_Value","Max_N_Phenotypes","TraitLayers"
"CTL","Transport and trafficking","SORBI_3009G006500","WAT1-related protein","WAT1-RELATED PROTEIN (PTHR31218:SF50)",NA,"transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",1.84e-09,13,"SumRatio"
"CTL","Transport and trafficking","SORBI_3009G006600","WAT1-related protein","WAT1-RELATED PROTEIN (PTHR31218:SF247)",NA,"transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",1.84e-09,13,"SumRatio"
"CTL","Transport and trafficking","SORBI_3003G134800","Coatomer subunit beta","COATOMER SUBUNIT BETA (PTHR10635:SF0)","vesicle coat protein(PC00235)","structural molecule activity(GO:0005198)","intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)",3.94e-10,12,"SumRatio"
"CTL","Transport and trafficking","SORBI_3009G015300","Cation_H+ exchanger domain-containing protein",NA,NA,"antiporter activity(GO:0015297)","monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);potassium ion transport(GO:0006813);transmembrane transport(GO:0055085);proton transmembrane transport(GO:1902600)",2.38e-09,12,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3008G089900","Cystinosin","CYSTINOSIN (PTHR13131:SF5)","amino acid transporter(PC00046)","L-amino acid transmembrane transporter activity(GO:0015179);L-cystine transmembrane transporter activity(GO:0015184)","L-cystine transport(GO:0015811);L-alpha-amino acid transmembrane transport(GO:1902475)",3.44e-09,12,"SumRatio"
"CTL","Transport and trafficking","SORBI_3005G208100","Protein kinase domain-containing protein","CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 8 (PTHR27002:SF915)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)","immune response(GO:0006955);signal transduction(GO:0007165)",5.86e-13,11,"Individual"
"CTL","Transport and trafficking","SORBI_3002G400400","Choline transporter-like protein","CHOLINE TRANSPORTER-LIKE PROTEIN (PTHR12385:SF93)","secondary carrier transporter(PC00258)","transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",2e-12,11,"SumRatio"
"CTL","Transport and trafficking","SORBI_3002G363400","Protein kinase domain-containing protein","OS07G0597200 PROTEIN (PTHR27000:SF54)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)",NA,7.96e-10,11,"SumRatio"
"CTL","Transport and trafficking","SORBI_3007G090400","DUF2470 domain-containing protein","GLUTAMYL-TRNA REDUCTASE-BINDING PROTEIN, CHLOROPLASTIC (PTHR13343:SF22)",NA,"protein-membrane adaptor activity(GO:0043495)","photosynthetic electron transport chain(GO:0009767);post-embryonic development(GO:0009791);tetrapyrrole biosynthetic process(GO:0033014);positive regulation of heme biosynthetic process(GO:0070455)",6.88e-11,10,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3002G422100","Nuclear pore complex protein NUP214","NUCLEAR PORE COMPLEX PROTEIN NUP214 (PTHR34418:SF3)",NA,"structural constituent of nuclear pore(GO:0017056)","RNA export from nucleus(GO:0006405)",2.55e-09,10,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G357400","GOLD domain-containing protein","TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN 10 (PTHR22811:SF184)","vesicle coat protein(PC00235)",NA,"intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);Golgi organization(GO:0007030)",1.18e-12,9,"Individual"
"CTL","Transport and trafficking","SORBI_3001G357500","Amino acid permease_ SLC12A domain-containing protein","CATIONIC AMINO ACID TRANSPORTER (PTHR45826:SF8)","transporter(PC00227)","polyamine transmembrane transporter activity(GO:0015203);symporter activity(GO:0015293);transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085);polyamine transmembrane transport(GO:1902047)",1.18e-12,9,"Individual"
"CTL","Transport and trafficking","SORBI_3001G357600","Amino acid permease_ SLC12A domain-containing protein",NA,NA,"polyamine transmembrane transporter activity(GO:0015203);symporter activity(GO:0015293);transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085);polyamine transmembrane transport(GO:1902047)",1.18e-12,9,"Individual"
"CTL","Transport and trafficking","SORBI_3001G357650","Helicase ATP-binding domain-containing protein",NA,NA,"transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",1.18e-12,9,"Individual"
"CTL","Transport and trafficking","SORBI_3010G264300","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9","NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 9 (PTHR12868:SF0)","oxidoreductase(PC00176)",NA,"carbohydrate metabolic process(GO:0005975);mitochondrial electron transport, NADH to ubiquinone(GO:0006120)",1.43e-12,9,"Individual"
"CTL","Transport and trafficking","SORBI_3007G071100","Protein kinase domain-containing protein","PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR47973:SF14)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)",NA,6.13e-12,9,"Individual"
"CTL","Transport and trafficking","SORBI_3001G223200","Major facilitator superfamily (MFS) profile domain-containing protein","OS10G0469900 PROTEIN (PTHR11654:SF115)","transporter(PC00227)","transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",1.81e-10,9,"Individual"
"CTL","Transport and trafficking","SORBI_3008G055900","Transmembrane 9 superfamily member","TRANSMEMBRANE 9 SUPERFAMILY MEMBER (PTHR10766:SF48)","transporter(PC00227)",NA,"protein localization to membrane(GO:0072657)",3.94e-10,9,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3003G188000","Protein kinase domain-containing protein","CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 2 (PTHR47973:SF37)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)",NA,1.35e-09,9,"SumRatio"
"CTL","Transport and trafficking","SORBI_3003G188100","Protein kinase domain-containing protein","DUF26-DOMAIN RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR47973:SF56)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)",NA,1.35e-09,9,"SumRatio"
"CTL","Transport and trafficking","SORBI_3004G153600","Exocyst subunit Exo70 family protein","EXOCYST SUBUNIT EXO70 FAMILY PROTEIN (PTHR12542:SF168)","membrane traffic protein(PC00150)","phosphatidylinositol-4,5-bisphosphate binding(GO:0005546)","exocytosis(GO:0006887);protein transport(GO:0015031)",1.44e-09,9,"SumRatio"
"CTL","Transport and trafficking","SORBI_3003G329800","Leucine-rich repeat-containing N-terminal plant-type domain-containing protein","LEUCINE-RICH REPEAT PROTEIN 1-RELATED (PTHR48054:SF26)","transmembrane signal receptor(PC00197)",NA,NA,1.96e-09,9,"SumRatio"
"CTL","Transport and trafficking","SORBI_3006G061700","Potassium transporter","POTASSIUM TRANSPORTER (PTHR30540:SF116)","transporter(PC00227)","potassium ion transmembrane transporter activity(GO:0015079)","monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813);potassium ion transmembrane transport(GO:0071805)",2e-09,9,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G223100","Uncharacterized protein","PROTEIN NRT1_ PTR FAMILY 5.2-RELATED (PTHR11654:SF453)","transporter(PC00227)","transmembrane transporter activity(GO:0022857);tripeptide transmembrane transporter activity(GO:0042937);dipeptide transmembrane transporter activity(GO:0071916)","dipeptide transmembrane transport(GO:0035442);dipeptide transport(GO:0042938);tripeptide transport(GO:0042939);transmembrane transport(GO:0055085)",7.08e-11,8,"Individual"
"CTL","Transport and trafficking","SORBI_3010G139500","Phospholipid-transporting ATPase","PHOSPHOLIPID-TRANSPORTING ATPASE (PTHR24092:SF219)","primary active transporter(PC00068)","nucleotide binding(GO:0000166);magnesium ion binding(GO:0000287);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872);ATPase-coupled intramembrane lipid transporter activity(GO:0140326)","phospholipid transport(GO:0015914);phospholipid translocation(GO:0045332)",1.15e-10,8,"SumRatio"
"CTL","Transport and trafficking","SORBI_3006G158200","Protein kinase domain-containing protein","L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE SIT2 (PTHR27007:SF153)",NA,"nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)","defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)",2.26e-10,8,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3006G158266","Protein kinase domain-containing protein","OS04G0531500 PROTEIN (PTHR27007:SF57)",NA,"nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)","defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)",2.26e-10,8,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3004G106700","Peroxin-7","PEROXISOMAL TARGETING SIGNAL 2 RECEPTOR (PTHR46027:SF1)",NA,"peroxisome matrix targeting signal-2 binding(GO:0005053)","protein transport(GO:0015031);protein import into peroxisome matrix(GO:0016558);establishment of protein localization to peroxisome(GO:0072663)",1.78e-09,8,"SumRatio"
"CTL","Transport and trafficking","SORBI_3008G115900","Mitochondrial substrate carrier family protein ucpB","MITOCHONDRIAL UNCOUPLING PROTEIN BMCP (PTHR45618:SF21)","secondary carrier transporter(PC00258)","transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",3.21e-09,8,"SumRatio"
"CTL","Transport and trafficking","SORBI_3010G169000","Uncharacterized protein","ABC TRANSPORTER C FAMILY MEMBER 8 (PTHR24223:SF108)","ATP-binding cassette (ABC) transporter(PC00003)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)","transmembrane transport(GO:0055085)",2.15e-13,7,"Individual"
"CTL","Transport and trafficking","SORBI_3006G279700","Major facilitator superfamily (MFS) profile domain-containing protein","OS08G0527700 PROTEIN (PTHR11654:SF172)","transporter(PC00227)","transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",1.24e-10,7,"Individual"
"CTL","Transport and trafficking","SORBI_3007G090537","CpSecY","PREPROTEIN TRANSLOCASE SUBUNIT SCY1, CHLOROPLASTIC (PTHR10906:SF9)","transporter(PC00227)","signal sequence binding(GO:0005048);protein transmembrane transporter activity(GO:0008320)","SRP-dependent cotranslational protein targeting to membrane, translocation(GO:0006616);protein transport(GO:0015031)",1.12e-09,7,"Individual"
"CTL","Transport and trafficking","SORBI_3008G081200","Major facilitator superfamily (MFS) profile domain-containing protein","OS12G0231000 PROTEIN (PTHR11654:SF21)","transporter(PC00227)","transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",1.61e-09,7,"Individual"
"CTL","Transport and trafficking","SORBI_3002G393700","Synaptotagmin-5","LIPID BINDING PROTEIN (PTHR10774:SF203)","membrane trafficking regulatory protein(PC00151)","lipid binding(GO:0008289);metal ion binding(GO:0046872)","lipid transport(GO:0006869)",2.54e-09,7,"SumRatio"
"CTL","Transport and trafficking","SORBI_3005G074100","EMB2756 (EMBRYO DEFECTIVE 2756)","TRANSMEMBRANE PROTEIN (DUF616) (PTHR12956:SF24)",NA,NA,NA,3.9e-09,7,"SumRatio"
"CTL","Transport and trafficking","SORBI_3003G076200","Uncharacterized protein","SOLUTE CARRIER FAMILY 15 MEMBER 4 (PTHR11654:SF509)","transporter(PC00227)","transmembrane transporter activity(GO:0022857)","oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)",3.26e-11,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3006G279900","RING-type domain-containing protein","RECEPTOR HOMOLOGY REGION, TRANSMEMBRANE DOMAIN- AND RING DOMAIN-CONTAINING PROTEIN 1 (PTHR22765:SF419)","ubiquitin-protein ligase(PC00234)","zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)","ubiquitin-dependent protein catabolic process(GO:0006511);protein transport(GO:0015031)",1.24e-10,6,"Individual"
"CTL","Transport and trafficking","SORBI_3003G215300","ABC transporter domain-containing protein","ABC TRANSPORTER G FAMILY MEMBER 34 (PTHR19241:SF629)","ATP-binding cassette (ABC) transporter(PC00003)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)","transmembrane transport(GO:0055085)",5.34e-10,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3003G206600","Btz domain-containing protein","PROTEIN MLN51 HOMOLOG (PTHR46837:SF5)",NA,"RNA binding(GO:0003723);mRNA binding(GO:0003729)","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184);mRNA processing(GO:0006397);regulation of translation(GO:0006417);RNA splicing(GO:0008380);mRNA transport(GO:0051028)",7.56e-10,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3005G088500","WAT1-related protein","WAT1-RELATED PROTEIN (PTHR31218:SF233)",NA,"transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085)",8.07e-10,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3005G033600","HMA domain-containing protein","HEAVY METAL TRANSPORT_DETOXIFICATION SUPERFAMILY PROTEIN (PTHR45868:SF77)",NA,"metal ion binding(GO:0046872)",NA,1.12e-09,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G533500","Mitochondrial import inner membrane translocase subunit","MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM9 (PTHR13172:SF5)","primary active transporter(PC00068)","metal ion binding(GO:0046872);protein transporter activity(GO:0140318)","protein transport(GO:0015031);protein insertion into mitochondrial inner membrane(GO:0045039)",1.81e-09,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G353200","Copper transport protein","COPPER TRANSPORT PROTEIN CTR1 (PTHR12483:SF27)","secondary carrier transporter(PC00258)","copper ion transmembrane transporter activity(GO:0005375)","monoatomic ion transport(GO:0006811);copper ion transport(GO:0006825);copper ion transmembrane transport(GO:0035434)",1.91e-09,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3009G191400","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 2, MITOCHONDRIAL (PTHR10371:SF3)","dehydrogenase(PC00092)","NADH dehydrogenase activity(GO:0003954);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)","mitochondrial electron transport, NADH to ubiquinone(GO:0006120)",3.07e-09,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3005G052500","Amino acid transporter transmembrane domain-containing protein","AUXIN TRANSPORTER-LIKE PROTEIN 3 (PTHR48017:SF176)",NA,"auxin influx transmembrane transporter activity(GO:0010328);amino acid transmembrane transporter activity(GO:0015171)","amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865);response to auxin(GO:0009733);auxin polar transport(GO:0009926);lateral root formation(GO:0010311);root cap development(GO:0048829);auxin import into cell(GO:0060919)",4.16e-09,6,"SumRatio"
"CTL","Transport and trafficking","SORBI_3006G058900","Cytochrome b-c1 complex subunit Rieske, mitochondrial","CYTOCHROME B-C1 COMPLEX SUBUNIT RIESKE, MITOCHONDRIAL (PTHR10134:SF47)",NA,"quinol-cytochrome-c reductase activity(GO:0008121);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)","mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122);proton transmembrane transport(GO:1902600)",3.05e-12,5,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3004G136300","SNARE-interacting protein KEULE","PROTEIN ROP (PTHR11679:SF30)","membrane trafficking regulatory protein(PC00151)","syntaxin binding(GO:0019905)","intracellular protein transport(GO:0006886);vesicle docking involved in exocytosis(GO:0006904);vesicle-mediated transport(GO:0016192)",6.13e-10,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3002G366900","Protein kinase domain-containing protein","OS07G0602700 PROTEIN (PTHR27000:SF811)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)","response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)",1.33e-09,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3010G255900","DNL-type domain-containing protein","F24J5.3 (PTHR20922:SF19)",NA,"zinc ion binding(GO:0008270);protein-folding chaperone binding(GO:0051087)","protein folding(GO:0006457);protein import into mitochondrial matrix(GO:0030150);protein stabilization(GO:0050821)",1.35e-09,5,"Individual"
"CTL","Transport and trafficking","SORBI_3010G256100","Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein","OS06G0705400 PROTEIN (PTHR33214:SF43)",NA,"lipid binding(GO:0008289)","lipid transport(GO:0006869)",1.35e-09,5,"Individual"
"CTL","Transport and trafficking","SORBI_3010G095400","Urea-proton symporter DUR3","UREA ACTIVE TRANSPORTER (PTHR46154:SF4)",NA,"urea transmembrane transporter activity(GO:0015204);transmembrane transporter activity(GO:0022857)","transmembrane transport(GO:0055085);urea transmembrane transport(GO:0071918)",1.43e-09,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G373800","MIF4G domain-containing protein","NUCLEAR CAP-BINDING PROTEIN SUBUNIT 1 (PTHR12412:SF2)","RNA splicing factor(PC00148)","RNA cap binding(GO:0000339);RNA binding(GO:0003723);mRNA binding(GO:0003729)","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184);7-methylguanosine mRNA capping(GO:0006370);mRNA processing(GO:0006397);mRNA export from nucleus(GO:0006406);RNA splicing(GO:0008380);RNA metabolic process(GO:0016070);regulatory ncRNA-mediated gene silencing(GO:0031047)",1.45e-09,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G374000","Cation efflux protein cytoplasmic domain-containing protein","MITOCHONDRIAL METAL TRANSPORTER 1-RELATED (PTHR43840:SF15)","transporter(PC00227)","monoatomic cation transmembrane transporter activity(GO:0008324)","monoatomic cation transport(GO:0006812);transmembrane transport(GO:0055085);monoatomic cation transmembrane transport(GO:0098655)",1.45e-09,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3009G180400","Leucine-rich repeat-containing N-terminal plant-type domain-containing protein","LEUCINE-RICH REPEAT PROTEIN 1-RELATED (PTHR48054:SF26)","transmembrane signal receptor(PC00197)",NA,NA,3.42e-09,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3002G410700","V-type proton ATPase subunit F","V-TYPE PROTON ATPASE SUBUNIT F (PTHR13861:SF2)","ATP synthase(PC00002)","proton-transporting ATPase activity, rotational mechanism(GO:0046961)","monoatomic ion transport(GO:0006811);monoatomic ion transmembrane transport(GO:0034220);proton transmembrane transport(GO:1902600)",3.66e-09,5,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G276300","Major facilitator superfamily (MFS) profile domain-containing protein","PEPTIDE TRANSPORTER PTR2 (PTHR11654:SF560)","transporter(PC00227)","transmembrane transporter activity(GO:0022857)","oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)",6.27e-12,4,"Individual"
"CTL","Transport and trafficking","SORBI_3001G276400","Major facilitator superfamily (MFS) profile domain-containing protein","PEPTIDE TRANSPORTER PTR2 (PTHR11654:SF560)","transporter(PC00227)","transmembrane transporter activity(GO:0022857)","oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)",6.27e-12,4,"Individual"
"CTL","Transport and trafficking","SORBI_3001G276500","Photosystem II CP43 chlorophyll apoprotein",NA,NA,"chlorophyll binding(GO:0016168)","photosynthetic electron transport chain(GO:0009767);photosynthesis(GO:0015979);photosynthesis, light reaction(GO:0019684)",6.27e-12,4,"Individual"
"CTL","Transport and trafficking","SORBI_3008G139500","Amino acid transporter transmembrane domain-containing protein","ACID TRANSPORTER FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR48017:SF217)",NA,"amino acid transmembrane transporter activity(GO:0015171)","amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865)",1.05e-11,4,"Individual"
"CTL","Transport and trafficking","SORBI_3008G105500","Ureide permease 4","OS12G0503000 PROTEIN (PTHR31081:SF3)",NA,"nucleotide binding(GO:0000166);allantoin:proton symporter activity(GO:0005274);ATP binding(GO:0005524);transmembrane transporter activity(GO:0022857)","allantoin transport(GO:0015720);transmembrane transport(GO:0055085)",1.76e-10,4,"Individual"
"CTL","Transport and trafficking","SORBI_3001G418900","IMS import disulfide relay-system CHCH-CHCH-like Cx9C domain-containing protein","SMALL RIBOSOMAL SUBUNIT PROTEIN MS37 (PTHR28066:SF1)","ribosomal protein(PC00202)","structural constituent of ribosome(GO:0003735)","translation(GO:0006412);mitochondrial translation(GO:0032543)",2.13e-10,4,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3001G239900","Cationic amino acid transporter C-terminal domain-containing protein","AMINO ACID PERMEASE FAMILY PROTEIN, EXPRESSED (PTHR43243:SF6)","amino acid transporter(PC00046)","amino acid transmembrane transporter activity(GO:0015171);transmembrane transporter activity(GO:0022857)","amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865);transmembrane transport(GO:0055085)",6.5e-10,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3006G190600","HMA domain-containing protein","HEAVY METAL TRANSPORT_DETOXIFICATION SUPERFAMILY PROTEIN (PTHR22814:SF305)",NA,"metal ion binding(GO:0046872)",NA,1.34e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G282600","Major facilitator superfamily (MFS) profile domain-containing protein","D-XYLOSE-PROTON SYMPORTER-LIKE 2 (PTHR48023:SF4)","primary active transporter(PC00068)","transmembrane transporter activity(GO:0022857);D-glucose transmembrane transporter activity(GO:0055056)","transmembrane transport(GO:0055085);D-glucose transmembrane transport(GO:1904659)",2.05e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3004G121300","ATP synthase mitochondrial F1 complex assembly factor 1","ATP SYNTHASE MITOCHONDRIAL F1 COMPLEX ASSEMBLY FACTOR 1 (PTHR13126:SF0)","chaperone(PC00072)","protein-containing complex stabilizing activity(GO:0140777)","mitochondrial proton-transporting ATP synthase complex assembly(GO:0033615);protein-containing complex assembly(GO:0065003)",2.77e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3004G121400","Vacuolar cation_proton exchanger","VACUOLAR CATION_PROTON EXCHANGER 1C (PTHR31503:SF96)","transporter(PC00227)","monoatomic cation transmembrane transporter activity(GO:0008324);antiporter activity(GO:0015297);calcium:proton antiporter activity(GO:0015369)","monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);calcium ion transport(GO:0006816);intracellular calcium ion homeostasis(GO:0006874);transmembrane transport(GO:0055085);calcium ion transmembrane transport(GO:0070588);proton transmembrane transport(GO:1902600)",2.77e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G374400","HMA domain-containing protein","HEAVY METAL TRANSPORT_DETOXIFICATION SUPERFAMILY PROTEIN (PTHR45868:SF82)",NA,"metal ion binding(GO:0046872)",NA,3.37e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3003G208700","Protein kinase domain-containing protein","OS09G0561500 PROTEIN (PTHR27005:SF209)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium ion binding(GO:0005509);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);polysaccharide binding(GO:0030247)","cell surface receptor signaling pathway(GO:0007166)",4.36e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G185400","Protein DETOXIFICATION","PROTEIN DETOXIFICATION (PTHR11206:SF265)","transporter(PC00227)","antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)","transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)",5.52e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G185500","Protein DETOXIFICATION","PROTEIN DETOXIFICATION 40 (PTHR11206:SF272)","transporter(PC00227)","antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)","transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)",5.52e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G185600","Protein DETOXIFICATION","OS03G0571700 PROTEIN (PTHR11206:SF261)","transporter(PC00227)","antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)","transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)",5.52e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3001G185800","Protein DETOXIFICATION","PROTEIN DETOXIFICATION (PTHR11206:SF320)","transporter(PC00227)","antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)","transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)",5.52e-09,4,"SumRatio"
"CTL","Transport and trafficking","SORBI_3002G386700","GOLD domain-containing protein","OS07G0632700 PROTEIN (PTHR22811:SF129)","vesicle coat protein(PC00235)",NA,"intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);Golgi organization(GO:0007030)",4.24e-11,3,"Individual;SumRatio"
"CTL","Transport and trafficking","SORBI_3002G215200","Transmembrane protein 87A","LUNG SEVEN TRANSMEMBRANE RECEPTOR FAMILY PROTEIN (PTHR21229:SF15)","G-protein coupled receptor(PC00021)",NA,NA,2.25e-10,3,"SumRatio"
