Condition	Theme	GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	Best_P_Value	Max_N_Phenotypes	TraitLayers
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G330800	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS02G0796400 PROTEIN (PTHR45717:SF13)	NA	mRNA binding(GO:0003729)	NA	8.24e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G330900	Two-component response regulator	TWO-COMPONENT RESPONSE REGULATOR ORR23 (PTHR43874:SF205)	winged helix/forkhead transcription factor(PC00246)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	phosphorelay signal transduction system(GO:0000160);regulation of DNA-templated transcription(GO:0006355);cytokinin-activated signaling pathway(GO:0009736)	8.24e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3005G211700	DNA-directed RNA polymerase subunit	DNA-DIRECTED RNA POLYMERASE SUBUNIT (PTHR11239:SF18)	DNA-directed RNA polymerase(PC00019)	nucleic acid binding(GO:0003676);DNA-directed RNA polymerase activity(GO:0003899);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II(GO:0001193);transcription-coupled nucleotide-excision repair(GO:0006283);DNA-templated transcription(GO:0006351);transcription initiation at RNA polymerase II promoter(GO:0006367)	8.4e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G440700	Ribonucloprotein	RIBONUCLOPROTEIN (PTHR23105:SF214)	ribosomal protein(PC00202)	RNA binding(GO:0003723)	mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380);maturation of SSU-rRNA(GO:0030490);ribosome biogenesis(GO:0042254)	8.64e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G440800	Uncharacterized protein	PROTEIN CRAMPED-LIKE (PTHR21677:SF1)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677);chromatin binding(GO:0003682)	pattern specification process(GO:0007389)	8.64e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G216800	Methionyl-tRNA synthetase	OS06G0660400 PROTEIN (PTHR33320:SF33)	aminoacyl-tRNA synthetase(PC00047)	NA	NA	8.74e-12	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G314200	Cyanobacterial aminoacyl-tRNA synthetase CAAD domain-containing protein	EXPRESSED PROTEIN (PTHR33222:SF6)	NA	NA	NA	8.81e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G069100	AP2_ERF domain-containing protein	AP2_ERF DOMAIN-CONTAINING PROTEIN (PTHR31190:SF281)	NA	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);ethylene-activated signaling pathway(GO:0009873)	9.18e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G030400	Protein FAR1-RELATED SEQUENCE	PROTEIN FAR1-RELATED SEQUENCE (PTHR31669:SF283)	NA	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	9.54e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G031000	BHLH domain-containing protein	OS07G0143200 PROTEIN (PTHR45855:SF26)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);protein dimerization activity(GO:0046983)	NA	9.54e-12	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G116100	50S ribosomal protein L21, chloroplastic	LARGE RIBOSOMAL SUBUNIT PROTEIN BL21C (PTHR21349:SF8)	ribosomal protein(PC00202)	RNA binding(GO:0003723);mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	translation(GO:0006412);chloroplast organization(GO:0009658);embryo development ending in seed dormancy(GO:0009793);thylakoid membrane organization(GO:0010027)	1.26e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G235266	Uncharacterized protein	MYB-LIKE DOMAIN-CONTAINING PROTEIN (PTHR47122:SF11)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677)	NA	1.27e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G061800	rRNA adenine N(6)-methyltransferase	DIMETHYLADENOSINE TRANSFERASE-RELATED (PTHR11727:SF7)	RNA methyltransferase(PC00033)	rRNA (adenine-N6,N6-)-dimethyltransferase activity(GO:0000179);RNA binding(GO:0003723);methyltransferase activity(GO:0008168);transferase activity(GO:0016740)	rRNA modification(GO:0000154);cell fate specification(GO:0001708);rRNA processing(GO:0006364);rRNA methylation(GO:0031167);methylation(GO:0032259);cell division(GO:0051301)	1.27e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G134700	peptidylprolyl isomerase	FK506-BINDING PROTEIN 59-RELATED (PTHR10516:SF443)	chaperone(PC00072)	peptidyl-prolyl cis-trans isomerase activity(GO:0003755);calmodulin binding(GO:0005516);isomerase activity(GO:0016853)	protein folding(GO:0006457);cellular heat acclimation(GO:0070370)	1.28e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G383700	LOB domain-containing protein	PROTEIN ASYMMETRIC LEAVES 2 (PTHR31301:SF83)	NA	DNA-binding transcription activator activity(GO:0001216)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	1.3e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G150400	Myb_SANT-like DNA-binding domain-containing protein	SEQUENCE-SPECIFIC DNA BINDING TRANSCRIPTION FACTOR (PTHR46327:SF2)	NA	NA	NA	1.39e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G389200	Rad21_Rec8-like protein N-terminal domain-containing protein	FI11703P (PTHR12585:SF69)	NA	chromatin binding(GO:0003682)	chromosome segregation(GO:0007059);sister chromatid cohesion(GO:0007062);replication-born double-strand break repair via sister chromatid exchange(GO:1990414)	1.44e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G403500	40S ribosomal protein S7	40S RIBOSOMAL PROTEIN S7 (PTHR11278:SF28)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	rRNA processing(GO:0006364);translation(GO:0006412);ribosomal small subunit biogenesis(GO:0042274)	1.72e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3009G137800	TFIIS N-terminal domain-containing protein	TFIIS N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR46554:SF2)	general transcription factor(PC00259)	NA	NA	1.75e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G027600	RING-type domain-containing protein	OS12G0432600 PROTEIN (PTHR45676:SF49)	NA	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	protein ubiquitination(GO:0016567)	1.77e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G500600	RNA-binding S4 domain-containing protein	RNA-BINDING S4 DOMAIN-CONTAINING PROTEIN (PTHR47683:SF2)	NA	RNA binding(GO:0003723);pseudouridine synthase activity(GO:0009982);isomerase activity(GO:0016853);intramolecular transferase activity(GO:0016866)	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)(GO:0000488);maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)(GO:0000489);pseudouridine synthesis(GO:0001522);rRNA processing(GO:0006364);RNA modification(GO:0009451);plastid translation(GO:0032544)	1.84e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G501000	Transcription factor-like protein DPB	TRANSCRIPTION FACTOR DP (PTHR12548:SF9)	homeodomain transcription factor(PC00119)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);regulation of cell cycle(GO:0051726)	1.84e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G473000	RNA helicase	ATP-DEPENDENT RNA HELICASE DHX8 (PTHR18934:SF85)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)	1.95e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G180000	Uncharacterized protein	ENDORIBONUCLEASE DICER HOMOLOG 2 (PTHR14950:SF70)	NA	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);helicase activity(GO:0004386);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);ribonuclease III activity(GO:0004525);ATP binding(GO:0005524);hydrolase activity(GO:0016787);RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism(GO:0016891);metal ion binding(GO:0046872)	RNA processing(GO:0006396);ta-siRNA processing(GO:0010267);siRNA processing(GO:0030422);regulatory ncRNA-mediated gene silencing(GO:0031047)	2.28e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G180400	MADS-box domain-containing protein	AGAMOUS-LIKE MADS-BOX PROTEIN AGL80 (PTHR11945:SF387)	MADS box transcription factor(PC00250)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);cis-regulatory region sequence-specific DNA binding(GO:0000987);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944)	2.28e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G180600	MADS-box domain-containing protein	AGAMOUS-LIKE MADS-BOX PROTEIN AGL80 (PTHR11945:SF387)	MADS box transcription factor(PC00250)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);cis-regulatory region sequence-specific DNA binding(GO:0000987);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944)	2.28e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G088400	Bowman-Birk serine protease inhibitors family domain-containing protein	BOWMAN-BIRK TYPE WOUND-INDUCED PROTEINASE INHIBITOR WIP1 (PTHR37378:SF8)	NA	serine-type endopeptidase inhibitor activity(GO:0004867);peptidase inhibitor activity(GO:0030414)	NA	2.54e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G115400	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS03G0435200 PROTEIN (PTHR24015:SF1740)	NA	RNA binding(GO:0003723)	RNA modification(GO:0009451)	2.54e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G115450	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR31636:SF302)	NA	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	2.54e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G213200	C2H2-type domain-containing protein	ZINC FINGER MATRIN-TYPE PROTEIN 3 (PTHR46786:SF1)	RNA processing factor(PC00147)	NA	NA	2.66e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G213666	Ubiquitin-like protease family profile domain-containing protein	NA	NA	NA	NA	2.66e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G214000	Uncharacterized protein	ENDORIBONUCLEASE DICER HOMOLOG 3B (PTHR14950:SF31)	NA	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);helicase activity(GO:0004386);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);ribonuclease III activity(GO:0004525);ATP binding(GO:0005524);hydrolase activity(GO:0016787);RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism(GO:0016891);metal ion binding(GO:0046872)	RNA processing(GO:0006396);ta-siRNA processing(GO:0010267);siRNA processing(GO:0030422);regulatory ncRNA-mediated gene silencing(GO:0031047)	2.66e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G526200	Uncharacterized protein	HOMEOBOX PROTEIN KNOTTED-1-LIKE 7 (PTHR11850:SF74)	homeodomain transcription factor(PC00119)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	2.71e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G526300	RRM domain-containing protein	FIZZY-RELATED PROTEIN HOMOLOG (PTHR19918:SF1)	ubiquitin-protein ligase(PC00234)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);anaphase-promoting complex binding(GO:0010997);ubiquitin-protein transferase activator activity(GO:0097027);ubiquitin ligase activator activity(GO:1990757)	anaphase-promoting complex-dependent catabolic process(GO:0031145);cell division(GO:0051301);positive regulation of anaphase-promoting complex-dependent catabolic process(GO:1905786)	2.71e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G526600	UBC core domain-containing protein	SUMO-CONJUGATING ENZYME SCE1 (PTHR24067:SF329)	ubiquitin-protein ligase(PC00234)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);transferase activity(GO:0016740);SUMO conjugating enzyme activity(GO:0061656)	protein sumoylation(GO:0016925)	2.71e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G150200	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS02G0304800 PROTEIN (PTHR47938:SF1)	chaperone(PC00072)	mRNA binding(GO:0003729)	NA	2.72e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G150500	rRNA N-glycosidase	NA	NA	NA	NA	2.72e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G138400	WRKY domain-containing protein	WRKY TRANSCRIPTION FACTOR 47-RELATED (PTHR31429:SF59)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	2.74e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G138500	Aspartic proteinase	OS01G0290000 PROTEIN (PTHR47966:SF28)	aspartic protease(PC00053)	aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);lipid metabolic process(GO:0006629)	2.74e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G294700	Myb-like domain-containing protein	ALCOHOL DEHYDROGENASE TRANSCRIPTION FACTOR MYB_SANT-LIKE FAMILY PROTEIN (PTHR31307:SF49)	DNA-binding transcription factor(PC00218)	NA	NA	2.78e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G294800	Mediator of RNA polymerase II transcription subunit 31	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 31 (PTHR13186:SF0)	general transcription factor(PC00259)	transcription coregulator activity(GO:0003712)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	2.78e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G294900	K Homology domain-containing protein	RNA-BINDING KH DOMAIN-CONTAINING PROTEIN PEPPER (PTHR10288:SF277)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	RNA processing(GO:0006396)	2.78e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G073366	rRNA N-glycosidase	NA	NA	NA	NA	2.91e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G153300	ATP-dependent RNA helicase	DEAD-BOX ATP-DEPENDENT RNA HELICASE 31 (PTHR24031:SF715)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	NA	2.93e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G198600	U3 small nucleolar RNA-associated protein 13 C-terminal domain-containing protein	TRANSDUCIN BETA-LIKE PROTEIN 3 (PTHR19854:SF15)	scaffold/adaptor protein(PC00226)	U3 snoRNA binding(GO:0034511)	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000472);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000480);rRNA processing(GO:0006364);embryo development ending in seed dormancy(GO:0009793);embryonic pattern specification(GO:0009880);cell division(GO:0051301)	3.09e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G198700	Uncharacterized protein	OS04G0593200 PROTEIN (PTHR10641:SF1390)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);regulation of lignin biosynthetic process(GO:1901141)	3.09e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G198900	Pentacotripeptide-repeat region of PRORP domain-containing protein	TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN (PTHR47942:SF67)	NA	mRNA binding(GO:0003729)	mRNA processing(GO:0006397)	3.09e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G199200	RBR-type E3 ubiquitin transferase	F5D14.10 PROTEIN (PTHR11685:SF237)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ubiquitin conjugating enzyme binding(GO:0031624);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	3.09e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G199500	RBR-type E3 ubiquitin transferase	RBR-TYPE E3 UBIQUITIN TRANSFERASE (PTHR11685:SF297)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ubiquitin conjugating enzyme binding(GO:0031624);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	3.09e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G292800	Pentatricopeptide repeat-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47924:SF204)	NA	RNA binding(GO:0003723)	RNA modification(GO:0009451);plant organ development(GO:0099402)	3.23e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G092801	RWP-RK domain-containing protein	OS06G0228900 PROTEIN (PTHR24015:SF1972)	NA	DNA binding(GO:0003677);RNA binding(GO:0003723)	RNA modification(GO:0009451);plant organ development(GO:0099402)	3.23e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G092900	AAA+ ATPase domain-containing protein	ATP-DEPENDENT ZINC METALLOPROTEASE FTSH 6, CHLOROPLASTIC (PTHR23076:SF118)	metalloprotease(PC00153)	nucleotide binding(GO:0000166);ATP-dependent peptidase activity(GO:0004176);metalloendopeptidase activity(GO:0004222);ATP binding(GO:0005524);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	proteolysis(GO:0006508);PSII associated light-harvesting complex II catabolic process(GO:0010304)	3.23e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G099800	Ubiquitin-like protease family profile domain-containing protein	NA	NA	NA	NA	3.24e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G243100	Exonuclease domain-containing protein	FI18136P1-RELATED (PTHR12801:SF115)	exoribonuclease(PC00099)	nucleic acid binding(GO:0003676);nuclease activity(GO:0004518);exonuclease activity(GO:0004527);hydrolase activity(GO:0016787)	rRNA 3'-end processing(GO:0031125)	3.39e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G028400	Pentatricopeptide repeat-containing protein	OS10G0558600 PROTEIN (PTHR47929:SF11)	NA	RNA binding(GO:0003723)	RNA modification(GO:0009451)	3.53e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G028500	PRKR-interacting protein 1	PRKR-INTERACTING PROTEIN 1 (PTHR13507:SF0)	NA	double-stranded RNA binding(GO:0003725);protein kinase inhibitor activity(GO:0004860);protein kinase binding(GO:0019901)	NA	3.53e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G452500	MI domain-containing protein	MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 2 (PTHR12626:SF2)	translation factor(PC00223)	ribosome binding(GO:0043022)	regulation of translation(GO:0006417);response to absence of light(GO:0009646);negative regulation of DNA-templated transcription(GO:0045892);response to carbon starvation(GO:0090549)	3.65e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G453000	NAC domain-containing protein	OS03G0221300 PROTEIN (PTHR47871:SF2)	NA	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	3.65e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G021200	Uncharacterized protein	LYMPHOID-SPECIFIC HELICASE (PTHR10799:SF923)	DNA helicase(PC00011)	DNA binding(GO:0003677);chromatin binding(GO:0003682);ATP binding(GO:0005524);hydrolase activity(GO:0016787);nucleosome array spacer activity(GO:0140750)	heterochromatin formation(GO:0031507);positive regulation of transcription by RNA polymerase II(GO:0045944)	3.94e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G021300	BZIP domain-containing protein	OS07G0124300 PROTEIN (PTHR45764:SF18)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	3.94e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G116200	BZIP domain-containing protein	BZIP DOMAIN-CONTAINING PROTEIN (PTHR46324:SF16)	basic leucine zipper transcription factor(PC00056)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	3.99e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G044900	Auxin-responsive protein	AUXIN-RESPONSIVE PROTEIN IAA15 (PTHR31734:SF34)	NA	NA	regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734)	4.01e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G045200	RecQ mediated genome instability protein 1-like N-terminal helical domain-containing protein	TUDOR DOMAIN-CONTAINING PROTEIN 3 (PTHR13681:SF24)	RNA splicing factor(PC00148)	RNA binding(GO:0003723);histone H4 reader activity(GO:0140008)	siRNA-mediated heterochromatin formation(GO:0141194)	4.01e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G512700	Uncharacterized protein	PROTEIN CRAMPED-LIKE (PTHR21677:SF1)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677);chromatin binding(GO:0003682)	pattern specification process(GO:0007389)	4.21e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G332100	RING-type domain-containing protein	OS02G0798200 PROTEIN (PTHR22765:SF313)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	4.25e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G332500	RING-type domain-containing protein	OS09G0243200 PROTEIN (PTHR22765:SF385)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	4.25e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G332600	F-box domain-containing protein	F-BOX_LRR-REPEAT PROTEIN 14 (PTHR13318:SF182)	NA	NA	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	4.25e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G332800	F-box domain-containing protein	F-BOX_LRR-REPEAT PROTEIN 14 (PTHR13318:SF182)	NA	NA	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	4.25e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G022500	Lysine--tRNA ligase	LYSINE--TRNA LIGASE, CHLOROPLASTIC_MITOCHONDRIAL (PTHR42918:SF15)	aminoacyl-tRNA synthetase(PC00047)	tRNA binding(GO:0000049);nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);mRNA binding(GO:0003729);aminoacyl-tRNA ligase activity(GO:0004812);lysine-tRNA ligase activity(GO:0004824);ATP binding(GO:0005524);ligase activity(GO:0016874);metal ion binding(GO:0046872)	translation(GO:0006412);tRNA aminoacylation for protein translation(GO:0006418);lysyl-tRNA aminoacylation(GO:0006430);plant ovule development(GO:0048481)	4.26e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3009G131600	Transcription termination factor MTERF4, chloroplastic	TRANSCRIPTION TERMINATION FACTOR MTERF4, CHLOROPLASTIC (PTHR13068:SF109)	NA	nucleic acid binding(GO:0003676);mRNA binding(GO:0003729)	DNA-templated transcription termination(GO:0006353);RNA splicing(GO:0008380);embryo development ending in seed dormancy(GO:0009793);developmental process(GO:0032502);plastid transcription(GO:0042793);plastid rRNA transcription(GO:0042794)	4.43e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G274500	SHI	PROTEIN SHORT INTERNODES 1 (PTHR31604:SF57)	NA	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	4.47e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3009G256500	AAA+ ATPase domain-containing protein	ATP-DEPENDENT ZINC METALLOPROTEASE FTSH 4 MITOCHONDRIAL (PTHR23076:SF103)	metalloprotease(PC00153)	nucleotide binding(GO:0000166);ATP-dependent peptidase activity(GO:0004176);metalloendopeptidase activity(GO:0004222);ATP binding(GO:0005524);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	proteolysis(GO:0006508);protein import into chloroplast stroma(GO:0045037)	4.68e-11	1	Individual
