Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
BP	Individual lipid species	CTL	TG	response to wounding	GO:0009611	3	61	1	2.11	0.287	0.146	SORBI_3001G259400;SORBI_3001G259600;SORBI_3001G259700
BP	Individual lipid species	CTL	TG	actin filament organization	GO:0007015	2	45	2	1.91	0.367	0.147	SORBI_3003G427600;SORBI_3010G086500
BP	Individual lipid species	CTL	TG	pectin catabolic process	GO:0045490	2	53	2	1.62	0.431	0.148	SORBI_3008G131300;SORBI_3009G111000
BP	Individual lipid species	CTL	TG	fatty acid biosynthetic process	GO:0006633	3	75	3	1.72	0.345	0.151	SORBI_3001G221900;SORBI_3006G048700;SORBI_3007G112100
BP	Individual lipid species	CTL	TG	exocytosis	GO:0006887	2	61	2	1.41	0.5	0.166	SORBI_3002G043300;SORBI_3006G047100
BP	Individual lipid species	CTL	TG	protein deubiquitination	GO:0016579	2	41	2	2.09	0.341	0.17	SORBI_3002G042600;SORBI_3003G358300
BP	Individual lipid species	CTL	TG	cellular oxidant detoxification	GO:0098869	5	202	4	1.06	0.586	0.192	SORBI_3004G105100;SORBI_3004G175500;SORBI_3006G277550;SORBI_3006G277700;SORBI_3010G149700
BP	Individual lipid species	CTL	TG	cytoplasmic translation	GO:0002181	2	63	2	1.36	0.512	0.195	SORBI_3007G110500;SORBI_3009G050300
BP	Individual lipid species	CTL	TG	methylation	GO:0032259	2	49	2	1.75	0.395	0.197	SORBI_3002G079500;SORBI_3007G099400
BP	Individual lipid species	CTL	TG	ubiquitin-dependent protein catabolic process	GO:0006511	4	168	4	1.02	0.613	0.197	SORBI_3002G245000;SORBI_3006G032600;SORBI_3006G036400;SORBI_3008G004600
BP	Individual lipid species	CTL	TG	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2	88	2	0.98	0.67	0.249	SORBI_3003G358300;SORBI_3010G125500
BP	Individual lipid species	CTL	TG	rRNA processing	GO:0006364	2	77	2	1.12	0.605	0.254	SORBI_3002G199100;SORBI_3009G235000
BP	Individual lipid species	CTL	TG	hydrogen peroxide catabolic process	GO:0042744	3	144	3	0.89	0.71	0.334	SORBI_3004G105100;SORBI_3006G277700;SORBI_3010G149700
BP	Individual lipid species	CTL	TG	DNA repair	GO:0006281	3	151	3	0.85	0.722	0.334	SORBI_3003G077600;SORBI_3003G422300;SORBI_3009G237400
BP	Individual lipid species	CTL	TG	cell surface receptor signaling pathway	GO:0007166	2	102	2	0.84	0.722	0.334	SORBI_3001G266400;SORBI_3008G133100
BP	Individual lipid species	CTL	TG	signal transduction	GO:0007165	3	167	3	0.77	0.775	0.353	SORBI_3001G023000;SORBI_3002G203000;SORBI_3009G050400
BP	Individual lipid species	CTL	TG	defense response	GO:0006952	2	164	2	0.52	0.918	0.565	SORBI_3002G091700;SORBI_3003G361100
BP	Individual lipid species	CTL	TG	protein ubiquitination	GO:0016567	4	476	4	0.36	0.996	0.782	SORBI_3002G244600;SORBI_3006G037650;SORBI_3006G042500;SORBI_3008G004600
BP	Individual lipid species	LIN	AEG	sphingolipid metabolic process	GO:0006665	2	16	2	34.55	0.0282	0.0355	SORBI_3003G394100;SORBI_3007G041500
BP	Individual lipid species	LIN	AEG	regulation of defense response	GO:0031347	3	24	1	34.55	0.00527	0.0355	SORBI_3001G259300;SORBI_3001G259400;SORBI_3001G259600
BP	Individual lipid species	LIN	AEG	regulation of jasmonic acid mediated signaling pathway	GO:2000022	3	28	1	29.62	0.00618	0.0355	SORBI_3001G259300;SORBI_3001G259400;SORBI_3001G259600
BP	Individual lipid species	LIN	AEG	response to wounding	GO:0009611	3	61	1	13.6	0.0282	0.0405	SORBI_3001G259300;SORBI_3001G259400;SORBI_3001G259600
BP	Individual lipid species	LIN	AEG	protein deubiquitination	GO:0016579	2	41	2	13.48	0.0916	0.0405	SORBI_3001G263600;SORBI_3002G256700
BP	Individual lipid species	LIN	AEG	positive regulation of cytoplasmic translation	GO:2000767	4	213	3	5.19	0.0795	0.0405	SORBI_3001G261464;SORBI_3001G261472;SORBI_3008G082150;SORBI_3009G133201
BP	Individual lipid species	LIN	AEG	DNA repair	GO:0006281	2	151	2	3.66	0.269	0.107	SORBI_3001G261545;SORBI_3003G391400
BP	Individual lipid species	LIN	AEG	ubiquitin-dependent protein catabolic process	GO:0006511	2	168	1	3.29	0.291	0.112	SORBI_3004G332100;SORBI_3004G332500
BP	Individual lipid species	LIN	AEG	proteolysis	GO:0006508	3	474	3	1.75	0.429	0.149	SORBI_3003G392100;SORBI_3004G329000;SORBI_3004G335500
BP	Individual lipid species	LIN	AEG	regulation of transcription by RNA polymerase II	GO:0006357	3	442	3	1.88	0.393	0.15	SORBI_3002G256200;SORBI_3004G329700;SORBI_3004G329800
BP	Individual lipid species	LIN	AEG	transmembrane transport	GO:0055085	3	865	3	0.96	0.732	0.296	SORBI_3002G257001;SORBI_3003G392700;SORBI_3004G332700
BP	Individual lipid species	LIN	DG	regulation of DNA-templated transcription	GO:0006355	2	1464	1	1.31	0.605	0.251	SORBI_3006G213900;SORBI_3006G218300
BP	Individual lipid species	LIN	FA	transmembrane transport	GO:0055085	29	865	18	1.42	0.146	0.00726	SORBI_3001G012600;SORBI_3001G028400;SORBI_3001G031700;SORBI_3001G032200;SORBI_3001G099400;SORBI_3001G100800;SORBI_3001G101100;SORBI_3001G169100;SORBI_3001G403700;SORBI_3001G512300;SORBI_3002G185300;SORBI_3002G185400;SORBI_3002G185500;SORBI_3002G185600;SORBI_3002G185800;SORBI_3003G076200;SORBI_3003G086300;SORBI_3003G122300;SORBI_3004G009200;SORBI_3004G009400;SORBI_3004G009500;SORBI_3004G009900;SORBI_3004G019800;SORBI_3004G311000;SORBI_3006G184400;SORBI_3006G219300;SORBI_3007G162400;SORBI_3008G081400;SORBI_3008G081500
BP	Individual lipid species	LIN	FA	flavonoid biosynthetic process	GO:0009813	2	3	2	28.32	0.0282	0.024	SORBI_3001G035600;SORBI_3004G310100
BP	Individual lipid species	LIN	FA	nucleosome disassembly	GO:0006337	2	4	2	21.24	0.0507	0.024	SORBI_3002G263700;SORBI_3004G007133
BP	Individual lipid species	LIN	FA	regulation of intracellular signal transduction	GO:1902531	4	44	4	3.86	0.113	0.0373	SORBI_3001G025700;SORBI_3001G512600;SORBI_3004G096300;SORBI_3006G192200
BP	Individual lipid species	LIN	FA	phyllome development	GO:0048827	2	5	2	16.99	0.0638	0.0377	SORBI_3001G034100;SORBI_3001G102300
BP	Individual lipid species	LIN	FA	lipid biosynthetic process	GO:0008610	5	60	3	3.54	0.106	0.0399	SORBI_3001G269200;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3004G342000
BP	Individual lipid species	LIN	FA	nucleotide transmembrane transport	GO:1901679	2	3	1	28.32	0.0282	0.0405	SORBI_3001G100800;SORBI_3001G101100
BP	Individual lipid species	LIN	FA	GDP-mannose biosynthetic process	GO:0009298	2	7	2	12.14	0.095	0.0405	SORBI_3003G087900;SORBI_3003G355200
BP	Individual lipid species	LIN	FA	nucleotide transport	GO:0006862	2	8	1	10.62	0.106	0.0405	SORBI_3001G100800;SORBI_3001G101100
BP	Individual lipid species	LIN	FA	positive regulation of organ growth	GO:0046622	2	9	2	9.44	0.113	0.0405	SORBI_3003G382600;SORBI_3004G181800
BP	Individual lipid species	LIN	FA	purine nucleobase transport	GO:0006863	3	14	1	9.1	0.0564	0.0429	SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200
BP	Individual lipid species	LIN	FA	cellular response to phosphate starvation	GO:0016036	3	21	2	6.07	0.106	0.0429	SORBI_3001G028500;SORBI_3003G088800;SORBI_3003G088900
BP	Individual lipid species	LIN	FA	nitrate transmembrane transport	GO:0015706	3	12	2	10.62	0.0401	0.0455	SORBI_3004G009200;SORBI_3004G009400;SORBI_3004G009500
BP	Individual lipid species	LIN	FA	response to aluminum ion	GO:0010044	2	9	2	9.44	0.113	0.0472	SORBI_3004G029900;SORBI_3010G214900
BP	Individual lipid species	LIN	FA	signal transduction	GO:0007165	9	167	3	2.29	0.113	0.0472	SORBI_3003G383100;SORBI_3003G407300;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G045000;SORBI_3004G045100;SORBI_3004G045200;SORBI_3004G045500;SORBI_3004G045700
BP	Individual lipid species	LIN	FA	purine nucleoside transmembrane transport	GO:0015860	3	15	1	8.5	0.0598	0.048	SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200
BP	Individual lipid species	LIN	FA	purine nucleobase transmembrane transport	GO:1904823	3	17	1	7.5	0.0762	0.048	SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200
BP	Individual lipid species	LIN	FA	protein processing	GO:0016485	2	11	2	7.72	0.121	0.055	SORBI_3001G171500;SORBI_3010G034000
BP	Individual lipid species	LIN	FA	protein stabilization	GO:0050821	2	14	2	6.07	0.154	0.055	SORBI_3001G025600;SORBI_3006G219200
BP	Individual lipid species	LIN	FA	rRNA methylation	GO:0031167	2	10	2	8.5	0.113	0.0581	SORBI_3001G033000;SORBI_3004G061800
BP	Individual lipid species	LIN	FA	xenobiotic transport	GO:0042908	2	12	2	7.08	0.132	0.0582	SORBI_3004G019800;SORBI_3006G219300
BP	Individual lipid species	LIN	FA	calcium ion transmembrane transport	GO:0070588	3	41	3	3.11	0.218	0.0668	SORBI_3001G103300;SORBI_3003G420500;SORBI_3004G061400
BP	Individual lipid species	LIN	FA	transcription elongation by RNA polymerase II	GO:0006368	2	15	2	5.66	0.168	0.0709	SORBI_3001G039700;SORBI_3007G046200
BP	Individual lipid species	LIN	FA	xylan biosynthetic process	GO:0045492	5	70	4	3.03	0.117	0.0709	SORBI_3001G038300;SORBI_3001G406700;SORBI_3002G187100;SORBI_3002G187200;SORBI_3004G047600
BP	Individual lipid species	LIN	FA	maturation of SSU-rRNA	GO:0030490	2	16	2	5.31	0.176	0.0709	SORBI_3001G493001;SORBI_3004G011000
BP	Individual lipid species	LIN	FA	magnesium ion transmembrane transport	GO:1903830	2	24	2	3.54	0.272	0.0781	SORBI_3001G512100;SORBI_3003G378400
BP	Individual lipid species	LIN	FA	proton motive force-driven ATP synthesis	GO:0015986	2	25	2	3.4	0.284	0.087	SORBI_3001G098800;SORBI_3007G159700
BP	Individual lipid species	LIN	FA	cytoplasmic translational initiation	GO:0002183	2	25	2	3.4	0.284	0.0949	SORBI_3001G168900;SORBI_3004G020000
BP	Individual lipid species	LIN	FA	plant-type cell wall organization	GO:0009664	3	49	3	2.6	0.272	0.0953	SORBI_3001G033300;SORBI_3004G007600;SORBI_3006G191700
BP	Individual lipid species	LIN	FA	response to hormone	GO:0009725	3	51	2	2.5	0.286	0.0953	SORBI_3003G382600;SORBI_3003G385100;SORBI_3004G181800
BP	Individual lipid species	LIN	FA	defense response to oomycetes	GO:0002229	2	29	2	2.93	0.313	0.118	SORBI_3001G032400;SORBI_3006G190000
BP	Individual lipid species	LIN	FA	regulation of DNA-templated transcription	GO:0006355	29	1464	21	0.84	0.906	0.125	SORBI_3001G030800;SORBI_3001G034300;SORBI_3001G036800;SORBI_3001G037000;SORBI_3001G037500;SORBI_3001G070600;SORBI_3001G102300;SORBI_3002G128400;SORBI_3003G077100;SORBI_3003G087600;SORBI_3003G324400;SORBI_3003G324500;SORBI_3003G385100;SORBI_3003G417500;SORBI_3004G009600;SORBI_3004G027800;SORBI_3004G047500;SORBI_3004G067100;SORBI_3004G191800;SORBI_3006G184700;SORBI_3006G190800;SORBI_3006G194300;SORBI_3007G180300;SORBI_3007G181500;SORBI_3007G183050;SORBI_3008G082000;SORBI_3010G215100;SORBI_3010G221500;SORBI_3010G224200
BP	Individual lipid species	LIN	FA	chromatin organization	GO:0006325	3	75	3	1.7	0.437	0.133	SORBI_3001G037000;SORBI_3002G210200;SORBI_3003G408800
BP	Individual lipid species	LIN	FA	defense response	GO:0006952	6	164	5	1.55	0.372	0.133	SORBI_3002G263400;SORBI_3003G419600;SORBI_3004G047500;SORBI_3004G048300;SORBI_3005G118600;SORBI_3008G124100
BP	Individual lipid species	LIN	FA	DNA repair	GO:0006281	5	151	5	1.41	0.442	0.14	SORBI_3001G211500;SORBI_3003G077600;SORBI_3004G007133;SORBI_3004G181500;SORBI_3006G195500
BP	Individual lipid species	LIN	FA	positive regulation of DNA-templated transcription	GO:0045893	4	112	4	1.52	0.437	0.142	SORBI_3001G101700;SORBI_3003G406600;SORBI_3004G062100;SORBI_3006G190800
BP	Individual lipid species	LIN	FA	response to hydrogen peroxide	GO:0042542	2	28	2	3.03	0.307	0.144	SORBI_3003G385100;SORBI_3004G026300
BP	Individual lipid species	LIN	FA	response to wounding	GO:0009611	3	61	3	2.09	0.352	0.144	SORBI_3003G356850;SORBI_3003G385500;SORBI_3004G021600
BP	Individual lipid species	LIN	FA	monoatomic ion transmembrane transport	GO:0034220	3	54	1	2.36	0.297	0.149	SORBI_3002G208900;SORBI_3002G209000;SORBI_3002G209200
BP	Individual lipid species	LIN	FA	lipid metabolic process	GO:0006629	7	249	7	1.19	0.53	0.15	SORBI_3001G213300;SORBI_3001G269200;SORBI_3003G389400;SORBI_3004G310000;SORBI_3004G341900;SORBI_3006G186800;SORBI_3007G158600
BP	Individual lipid species	LIN	FA	monoatomic cation transmembrane transport	GO:0098655	2	36	2	2.36	0.388	0.151	SORBI_3001G512400;SORBI_3003G086300
BP	Individual lipid species	LIN	FA	carbohydrate metabolic process	GO:0005975	11	466	9	1	0.67	0.152	SORBI_3001G026000;SORBI_3001G026800;SORBI_3001G099100;SORBI_3001G269100;SORBI_3003G087900;SORBI_3004G004800;SORBI_3004G028700;SORBI_3004G029400;SORBI_3004G047400;SORBI_3004G062000;SORBI_3007G180450
BP	Individual lipid species	LIN	FA	glycoprotein biosynthetic process	GO:0009101	4	100	3	1.7	0.39	0.155	SORBI_3002G210300;SORBI_3002G210401;SORBI_3003G355200;SORBI_3003G410800
BP	Individual lipid species	LIN	FA	protein catabolic process	GO:0030163	2	43	2	1.98	0.437	0.165	SORBI_3002G263800;SORBI_3004G066800
BP	Individual lipid species	LIN	FA	ERAD pathway	GO:0036503	2	43	2	1.98	0.437	0.168	SORBI_3003G343600;SORBI_3006G187100
BP	Individual lipid species	LIN	FA	mRNA processing	GO:0006397	2	43	2	1.98	0.437	0.173	SORBI_3001G028200;SORBI_3003G122000
BP	Individual lipid species	LIN	FA	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	3	88	3	1.45	0.502	0.179	SORBI_3001G106600;SORBI_3002G263800;SORBI_3004G066800
BP	Individual lipid species	LIN	FA	response to other organism	GO:0051707	4	128	4	1.33	0.519	0.179	SORBI_3003G385500;SORBI_3003G419600;SORBI_3004G191800;SORBI_3005G118600
BP	Individual lipid species	LIN	FA	response to salt stress	GO:0009651	2	39	2	2.18	0.415	0.185	SORBI_3004G310300;SORBI_3004G342000
BP	Individual lipid species	LIN	FA	rRNA processing	GO:0006364	3	77	3	1.66	0.437	0.185	SORBI_3001G104300;SORBI_3004G011000;SORBI_3004G061800
BP	Individual lipid species	LIN	FA	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961	2	47	2	1.81	0.455	0.19	SORBI_3001G012600;SORBI_3006G184400
BP	Individual lipid species	LIN	FA	actin filament organization	GO:0007015	2	45	2	1.89	0.444	0.195	SORBI_3001G034900;SORBI_3004G017900
BP	Individual lipid species	LIN	FA	protein ubiquitination	GO:0016567	10	476	8	0.89	0.796	0.217	SORBI_3001G036600;SORBI_3001G039600;SORBI_3001G168800;SORBI_3001G211700;SORBI_3003G343600;SORBI_3003G388000;SORBI_3004G005000;SORBI_3006G192400;SORBI_3010G222000;SORBI_3010G222400
BP	Individual lipid species	LIN	FA	positive regulation of transcription by RNA polymerase II	GO:0045944	3	113	3	1.13	0.64	0.257	SORBI_3003G406800;SORBI_3004G009600;SORBI_3010G221500
BP	Individual lipid species	LIN	FA	response to auxin	GO:0009733	3	116	3	1.1	0.653	0.303	SORBI_3001G489500;SORBI_3003G409000;SORBI_3010G224501
BP	Individual lipid species	LIN	FA	protein transport	GO:0015031	2	70	2	1.21	0.637	0.315	SORBI_3004G048000;SORBI_3010G213400
BP	Individual lipid species	LIN	FA	translation	GO:0006412	6	309	5	0.82	0.833	0.339	SORBI_3001G031800;SORBI_3001G034200;SORBI_3001G039400;SORBI_3001G100400;SORBI_3001G493001;SORBI_3004G045300
BP	Individual lipid species	LIN	FA	negative regulation of DNA-templated transcription	GO:0045892	2	85	2	1	0.724	0.372	SORBI_3003G086600;SORBI_3004G341700
BP	Individual lipid species	LIN	FA	positive regulation of cytoplasmic translation	GO:2000767	2	213	1	0.4	0.977	0.395	SORBI_3005G119950;SORBI_3005G120301
BP	Individual lipid species	LIN	FA	proteolysis	GO:0006508	8	474	6	0.72	0.916	0.406	SORBI_3001G036300;SORBI_3003G077400;SORBI_3003G419300;SORBI_3003G419400;SORBI_3003G419500;SORBI_3004G010000;SORBI_3007G180450;SORBI_3010G034000
BP	Individual lipid species	LIN	FA	ubiquitin-dependent protein catabolic process	GO:0006511	3	168	3	0.76	0.846	0.423	SORBI_3003G343600;SORBI_3004G066800;SORBI_3006G187100
BP	Individual lipid species	LIN	FA	proton transmembrane transport	GO:1902600	2	101	2	0.84	0.797	0.443	SORBI_3004G043600;SORBI_3007G159700
BP	Individual lipid species	LIN	FA	regulation of transcription by RNA polymerase II	GO:0006357	7	442	7	0.67	0.935	0.443	SORBI_3001G102300;SORBI_3003G407200;SORBI_3004G006600;SORBI_3004G067100;SORBI_3007G180300;SORBI_3010G215300;SORBI_3010G221500
BP	Individual lipid species	LIN	FA	DNA-templated transcription	GO:0006351	2	114	2	0.75	0.846	0.476	SORBI_3001G039700;SORBI_3004G043750
BP	Individual lipid species	LIN	FA	response to stress	GO:0006950	2	110	2	0.77	0.833	0.478	SORBI_3004G342000;SORBI_3006G191600
BP	Individual lipid species	LIN	FA	protein folding	GO:0006457	3	171	3	0.75	0.85	0.486	SORBI_3004G018400;SORBI_3004G047200;SORBI_3008G081900
BP	Individual lipid species	LIN	FA	chromatin remodeling	GO:0006338	2	115	2	0.74	0.846	0.493	SORBI_3001G036050;SORBI_3004G006600
BP	Individual lipid species	LIN	FA	vesicle-mediated transport	GO:0016192	2	141	2	0.6	0.903	0.617	SORBI_3002G128700;SORBI_3004G028000
BP	Individual lipid species	LIN	FA	intracellular protein transport	GO:0006886	2	142	2	0.6	0.903	0.625	SORBI_3002G128700;SORBI_3010G213400
BP	Individual lipid species	LIN	FA	response to oxidative stress	GO:0006979	2	178	2	0.48	0.954	0.627	SORBI_3003G120900;SORBI_3006G277550
BP	Individual lipid species	LIN	FA	cellular oxidant detoxification	GO:0098869	2	202	2	0.42	0.972	0.688	SORBI_3003G120900;SORBI_3006G277550
BP	Individual lipid species	LIN	FA	RNA modification	GO:0009451	3	255	3	0.5	0.965	0.746	SORBI_3003G237100;SORBI_3003G419800;SORBI_3008G082800
BP	Individual lipid species	LIN	MGDG	intracellular protein transport	GO:0006886	3	142	3	7.23	0.0863	0.024	SORBI_3010G114900;SORBI_3010G144000;SORBI_3010G153100
BP	Individual lipid species	LIN	MGDG	regulation of DNA-templated transcription	GO:0006355	7	1464	6	1.64	0.297	0.0297	SORBI_3010G110100;SORBI_3010G111800;SORBI_3010G116200;SORBI_3010G123500;SORBI_3010G148800;SORBI_3010G151325;SORBI_3010G152700
BP	Individual lipid species	LIN	MGDG	carbohydrate metabolic process	GO:0005975	2	466	2	1.47	0.554	0.206	SORBI_3010G148932;SORBI_3010G152900
BP	Individual lipid species	LIN	MGDG	positive regulation of cytoplasmic translation	GO:2000767	2	213	2	3.21	0.295	0.467	SORBI_3010G134801;SORBI_3010G144050
BP	Individual lipid species	LIN	PC	transmembrane transport	GO:0055085	47	865	39	1.35	0.113	0.00121	SORBI_3001G000400;SORBI_3001G099400;SORBI_3001G100800;SORBI_3001G101100;SORBI_3001G128300;SORBI_3001G169100;SORBI_3001G233400;SORBI_3001G256900;SORBI_3001G454100;SORBI_3001G457200;SORBI_3002G116100;SORBI_3002G156000;SORBI_3002G156400;SORBI_3002G306300;SORBI_3003G201500;SORBI_3003G371400;SORBI_3003G371600;SORBI_3003G372100;SORBI_3004G019800;SORBI_3004G075800;SORBI_3004G102800;SORBI_3004G311000;SORBI_3004G349550;SORBI_3005G088500;SORBI_3005G225800;SORBI_3006G219300;SORBI_3006G244000;SORBI_3007G039500;SORBI_3007G039600;SORBI_3007G181100;SORBI_3008G104500;SORBI_3008G105500;SORBI_3008G106100;SORBI_3008G111100;SORBI_3008G111300;SORBI_3009G042700;SORBI_3009G057700;SORBI_3009G073100;SORBI_3009G084400;SORBI_3009G085900;SORBI_3009G106800;SORBI_3009G136100;SORBI_3009G136600;SORBI_3009G147500;SORBI_3009G152800;SORBI_3009G249500;SORBI_3010G159400
BP	Individual lipid species	LIN	PC	nucleotide transmembrane transport	GO:1901679	3	3	2	24.88	0.0047	0.00726	SORBI_3001G100800;SORBI_3001G101100;SORBI_3009G249500
BP	Individual lipid species	LIN	PC	endocytic recycling	GO:0032456	3	5	3	14.93	0.017	0.00726	SORBI_3001G097900;SORBI_3001G212500;SORBI_3002G376300
BP	Individual lipid species	LIN	PC	response to wounding	GO:0009611	11	61	7	4.49	0.00332	0.0101	SORBI_3001G125800;SORBI_3001G259300;SORBI_3001G259400;SORBI_3001G259600;SORBI_3003G385500;SORBI_3004G021600;SORBI_3009G009900;SORBI_3009G010000;SORBI_3009G010150;SORBI_3009G107600;SORBI_3010G132200
BP	Individual lipid species	LIN	PC	signal transduction	GO:0007165	13	167	8	1.94	0.113	0.0171	SORBI_3001G002000;SORBI_3002G113600;SORBI_3003G045000;SORBI_3003G383100;SORBI_3003G407300;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G045000;SORBI_3004G045100;SORBI_3004G045500;SORBI_3004G045700;SORBI_3007G091400;SORBI_3009G173100
BP	Individual lipid species	LIN	PC	plasma membrane phospholipid scrambling	GO:0017121	2	3	2	16.59	0.0598	0.0246	SORBI_3001G192000;SORBI_3001G436900
BP	Individual lipid species	LIN	PC	lagging strand elongation	GO:0006273	2	3	2	16.59	0.0598	0.0297	SORBI_3001G211500;SORBI_3003G369200
BP	Individual lipid species	LIN	PC	DNA-templated transcription	GO:0006351	9	114	8	1.96	0.151	0.0297	SORBI_3001G039700;SORBI_3003G145400;SORBI_3003G328700;SORBI_3004G043750;SORBI_3004G078800;SORBI_3004G102500;SORBI_3004G102700;SORBI_3004G253300;SORBI_3006G017600
BP	Individual lipid species	LIN	PC	metaphase/anaphase transition of mitotic cell cycle	GO:0007091	2	3	2	16.59	0.0598	0.0301	SORBI_3003G388000;SORBI_3009G104900
BP	Individual lipid species	LIN	PC	sterol metabolic process	GO:0016125	5	10	1	12.44	0.00332	0.0301	SORBI_3003G106300;SORBI_3003G106400;SORBI_3003G106600;SORBI_3003G106800;SORBI_3003G107600
BP	Individual lipid species	LIN	PC	DNA synthesis involved in DNA repair	GO:0000731	2	4	2	12.44	0.09	0.0355	SORBI_3003G369200;SORBI_3007G182700
BP	Individual lipid species	LIN	PC	sterol biosynthetic process	GO:0016126	5	14	1	8.89	0.00618	0.0355	SORBI_3003G106300;SORBI_3003G106400;SORBI_3003G106600;SORBI_3003G106800;SORBI_3003G107600
